,0
fantastic action,11969
action film,672
film undeniably,12952
undeniably best,37524
best james,3185
james bond,18471
bond films,3748
films finest,13051
finest action,13193
action sequences,698
sequences series,32024
series thrown,32067
thrown pre,36226
pre credit,27811
credit sequence,7515
sequence die,32009
die classic,8982
classic villains,6021
villains shape,38336
shape reynard,32274
reynard elektra,30077
elektra bond,10424
bond baddie,3741
baddie names,2601
names surprisingly,24556
surprisingly good,34999
good little,14952
little story,21014
story sure,34210
sure tolstoy,34924
tolstoy shakespere,36574
shakespere plot,32240
plot effective,27327
effective offers,10333
offers twists,25422
twists turns,37381
turns script,37321
script daring,31560
daring 007,7950
007 movie,5
movie pre,23963
pre title,27817
title sequence,36502
sequence ends,32010
ends disaster,10677
disaster man,9274
man bond,22130
bond trying,3762
trying save,37232
save winds,30895
winds blown,39500
blown pieces,3651
pieces add,27021
add insult,939
insult injury,18055
injury usually,17922
usually indestructible,37982
indestructible secret,17789
secret agent,31682
agent winds,1161
winds seriously,39501
seriously injured,32079
injured ending,17917
ending arm,10636
arm cast,1912
cast fantastically,4985
fantastically stylish,11988
stylish credit,34544
sequence better,32008
better injury,3275
injury weakness,17923
weakness rest,39181
rest film,29874
film writers,12987
writers fall,40074
fall love,11819
love relationship,21580
relationship leads,29483
leads denouement,20043
denouement akin,8474
akin dalton,1236
dalton era,7881
possible,27675
possible spoilers,27688
galaxy,14161
quest,28543
isn,18337
groundbreaking,15527
charming,5554
instantly,18017
likeable,20751
spoof,33573
space,33342
dramas,9904
star,33709
trek,36949
tim,36268
allen,1312
sigourney,32615
weaver,39208
alan,1248
rickman,30119
just,18891
know,19531
make,21894
consistently,6912
comedians,6365
bring,4196
lot,21417
fresh,13779
light,20442
hearted,16300
material,22424
galaxy quest,14162
quest isn,28544
isn groundbreaking,18353
groundbreaking charming,15529
charming instantly,5556
instantly likeable,18018
likeable spoof,20756
spoof space,33580
space dramas,33345
dramas like,9906
like star,20713
star trek,33730
trek tim,36957
tim allen,36269
allen sigourney,1314
sigourney weaver,32616
weaver alan,39209
alan rickman,1253
rickman leads,30120
leads just,20046
just know,18993
know good,19561
good leads,14949
leads make,20047
make movie,21936
movie consistently,23678
consistently enjoyable,6914
enjoyable good,10761
good comedians,14898
comedians bring,6366
bring lot,4207
lot fresh,21436
fresh funny,13781
funny light,14053
light hearted,20447
hearted material,16304
fourth,13640
year,40212
student,34394
chip,5752
shoulder,32475
probably,28085
tell,35508
simple,32658
uninspired,37697
derivative,8558
gratuitous,15263
ignore,17424
genuinely,14400
inspired,17993
performance,26642
willem,39434
dafoe,7867
new,24821
ideas,17374
glued,14698
social,33105
commentary,6534
looked,21293
device,8733
intelligent,18088
thought,36089
watching,38992
repeatedly,29722
enjoying,10786
second,31636
time,36274
definitely,8350
naughty,24626
pleasure,27288
enthusiast,10877
fourth year,13642
year film,40219
film student,12911
student chip,34395
chip shoulder,5753
shoulder probably,32476
probably tell,28122
tell film,35513
film simple,12889
simple uninspired,32674
uninspired derivative,37698
derivative gratuitous,8559
gratuitous ignore,15265
ignore just,17428
just like,18999
like genuinely,20573
genuinely funny,14402
funny movie,14069
movie inspired,23848
inspired performance,17995
performance willem,26681
willem dafoe,39435
dafoe new,7870
new ideas,24847
ideas glued,17376
glued social,14701
social commentary,33106
commentary probably,6537
probably looked,28109
looked plot,21299
plot device,27321
device intelligent,8734
intelligent thought,18106
thought watching,36145
watching movie,39025
movie repeatedly,23997
repeatedly enjoying,29724
enjoying second,10788
second time,31663
time definitely,36301
definitely naughty,8369
naughty pleasure,24627
pleasure movie,27290
movie enthusiast,23739
ve,38092
enjoyed,10766
non,25076
linear,20865
storytelling,34241
number,25252
people,26441
picked,26947
aspect,2041
dubbed,10048
similar,32639
pulp,28405
fiction,12443
mentions,22815
reservoir,29807
dogs,9617
takes,35202
level,20275
quentin,28540
tarrantino,35368
able,383
ve enjoyed,38102
enjoyed non,10777
non linear,25081
linear storytelling,20867
storytelling number,34244
number people,25258
people picked,26521
picked aspect,26948
aspect movie,2044
movie dubbed,23725
dubbed similar,10049
similar pulp,32645
pulp fiction,28406
fiction mentions,12447
mentions reservoir,22817
reservoir dogs,29808
dogs movie,9618
movie takes,24075
takes non,35217
storytelling level,34243
level quentin,20291
quentin tarrantino,28542
tarrantino able,35369
lot spoilers,21472
heard,16244
rave,28841
friends,13835
stared,33739
incredulously,17772
seen,31749
boondock,3870
saints,30748
reached,28870
cult,7723
status,33846
hype,17278
surrounding,35012
reserved,29804
netflix,24805
com,6288
couldn,7216
wait,38526
receive,29251
mail,21826
night,24966
watched,38953
friend,13813
minutes,23115
disappointed,9244
wanted,38689
turn,37279
held,16345
duration,10124
write,40047
review,29970
today,36525
heard rave,16261
rave reviews,28842
reviews movie,30017
movie best,23627
best friends,3178
friends stared,13860
stared incredulously,33741
incredulously heard,17773
heard seen,16267
seen boondock,31764
boondock saints,3871
saints apparently,30749
apparently reached,1765
reached cult,28871
cult status,7728
status hype,33847
hype surrounding,17286
surrounding movie,35015
movie reserved,23998
reserved netflix,29806
netflix com,24806
com couldn,6289
couldn wait,7239
wait receive,38540
receive mail,29253
mail night,21827
night watched,24992
watched friend,38959
friend minutes,13825
minutes movie,23142
movie disappointed,23714
disappointed wanted,9257
wanted turn,38712
turn held,37285
held duration,16346
duration movie,10125
movie just,23860
just write,19096
write review,40055
review today,29988
years,40246
1800,107
1960,130
progress,28218
understanding,37583
treatment,36934
mental,22791
illness,17448
stagnation,33646
fact,11687
religious,29541
repression,29764
medical,22669
science,31387
shaken,32230
biggest,3397
culprit,7721
inability,17671
society,33114
wake,38565
realise,29008
fat,12111
suit,34713
desk,8610
said,30715
necessarily,24677
given,14588
australia,2269
calls,4627
lucky,21707
country,7252
spite,33506
having,16146
highest,16511
youth,40386
suicide,34707
rate,28795
entire,10882
doesn,9547
appear,1782
ll,21086
getting,14461
hurdle,17240
soon,33239
years 1800,40247
1800 1960,108
1960 little,132
little progress,20999
progress understanding,28219
understanding treatment,37587
treatment mental,36938
mental illness,22792
illness stagnation,17450
stagnation fact,33647
fact religious,11718
religious repression,29545
repression medical,29765
medical science,22671
science shaken,31389
shaken time,32233
time biggest,36284
biggest culprit,3399
culprit inability,7722
inability society,17673
society wake,33123
wake realise,38567
realise just,29009
just fat,18944
fat suit,12119
suit desk,34715
desk said,8612
said didn,30721
didn necessarily,8955
necessarily make,24678
make given,21921
given australia,14589
australia calls,2270
calls lucky,4628
lucky country,21708
country spite,7257
spite having,33508
having highest,16159
highest youth,16513
youth suicide,40387
suicide rate,34712
rate entire,28796
entire world,10896
world doesn,39874
doesn appear,9550
appear ll,1785
ll getting,21104
getting hurdle,14469
hurdle time,17241
time soon,36378
bad,2510
dangerous,7922
betrays,3230
thoughtful,36149
book,3780
based,2729
favour,12200
asylum,2097
summer,34741
camp,4699
hijinx,16537
author,2280
critique,7632
replaced,29738
knuckle,19652
philosophy,26865
hands,15852
shows,32530
created,7451
diseases,9313
claims,5964
treat,36923
apart,1713
angelina,1546
jolie,18767
girl,14524
interrupted,18187
recommend,29295
discredit,9293
bad film,2536
film dangerous,12624
dangerous movie,7925
movie betrays,23628
betrays thoughtful,3231
thoughtful book,36150
book based,3782
based favour,2736
favour asylum,12201
asylum summer,2099
summer camp,34746
camp hijinx,4705
hijinx author,16538
author original,2287
original critique,25738
critique replaced,7633
replaced knuckle,29740
knuckle philosophy,19653
philosophy plays,26866
plays hands,27253
hands book,15853
book shows,3827
shows created,32536
created diseases,7453
diseases claims,9314
claims treat,5967
treat apart,36924
apart great,1716
great performance,15359
performance angelina,26646
angelina jolie,1547
jolie girl,18774
girl interrupted,14533
interrupted recommend,18189
recommend discredit,29298
someday,33182
gay,14273
cinema,5866
grow,15549
meantime,22654
women,39622
men,22756
hungry,17219
representation,29758
starved,33827
silver,32635
screen,31470
junk,18883
welcomed,39269
someday gay,33183
gay cinema,14275
cinema grow,5877
grow meantime,15554
meantime gay,22655
gay women,14280
women men,39637
men hungry,22770
hungry representation,17220
representation starved,29759
starved silver,33828
silver screen,32636
screen junk,31484
junk like,18884
like welcomed,20745
okay,25487
nice,24896
female,12374
dig,9055
mad,21774
males,22104
look,21245
famles,11888
normal,25109
stupid,34481
laugh,19878
okay movie,25498
movie nice,23916
nice sweet,24918
sweet gay,35095
gay female,14277
female okay,12384
okay dig,25489
dig mad,9057
mad movie,21778
movie gay,23787
gay males,14279
males look,22105
look like,21265
like famles,20560
famles normal,11889
normal males,25111
males stupid,22107
stupid males,34491
males nice,22106
nice laugh,24906
wonderful,39674
blends,3579
beautifully,2899
touching,36728
combination,6296
jamie,18477
babbit,2472
malcolm,22093
middle,22952
delivers,8432
wry,40173
comedy,6385
sexual,32190
stereotypes,33920
surreptously,35008
deeply,8330
sympathize,35139
pair,26108
outcast,25839
teenage,35468
lesbians,20207
movie wonderful,24146
wonderful blends,39678
blends classic,3580
classic camp,6002
camp beautifully,4701
beautifully touching,2902
touching love,36733
love story,21587
story like,34160
like odd,20645
odd combination,25380
combination jamie,6298
jamie babbit,18478
babbit malcolm,2473
malcolm middle,22094
middle delivers,22956
delivers wry,8438
wry comedy,40174
comedy sexual,6441
sexual stereotypes,32198
stereotypes surreptously,33925
surreptously getting,35009
getting deeply,14462
deeply sympathize,8333
sympathize pair,35141
pair outcast,26112
outcast teenage,25841
teenage lesbians,35471
cute,7801
acting,581
superb,34782
supposedly,34874
straight,34247
cheerleader,5631
natasha,24593
lyonne,21752
sent,31952
sort,33260
program,28212
parents,26193
suspect,35031
lesbian,20205
makes,21997
realize,29049
homosexuality,16808
peer,26421
clea,6039
duvall,10132
chemistry,5657
portrayed,27641
dialogue,8765
actors,747
portray,27628
hilarious,16539
puts,28486
lift,20436
want,38634
cheered,5627
spoilers contains,33548
spoilers wonderful,33561
wonderful movie,39686
movie plot,23956
plot cute,27318
cute funny,7804
funny acting,14004
acting superb,643
superb supposedly,34795
supposedly straight,34877
straight cheerleader,34250
cheerleader natasha,5632
natasha lyonne,24594
lyonne sent,21753
sent straight,31955
straight camp,34249
camp sort,4710
sort program,33267
program turn,28213
turn straight,37294
straight parents,34257
parents suspect,26203
suspect lesbian,35032
lesbian camp,20206
camp makes,4707
makes realize,22030
realize homosexuality,29052
homosexuality love,16809
love peer,21572
peer clea,26422
clea duvall,6040
duvall chemistry,10134
chemistry portrayed,5665
portrayed great,27643
great dialogue,15310
dialogue great,8768
great just,15343
just way,19090
way actors,39061
actors portray,784
portray characters,27629
characters hilarious,5445
hilarious sweet,16565
sweet ending,35093
ending puts,10655
puts nice,28491
nice lift,24908
lift want,20437
want cheered,38641
consider,6875
fairly,11783
hard,15960
headed,16220
cynical,7846
guy,15660
blood,3613
death,8194
rule,30581
explosions,11541
terrible,35600
slaughter,32896
loath,21142
sentimental,31962
slop,32959
sat,30842
iron,18299
giant,14494
expecting,11441
disney,9349
esque,11056
piece,26999
emotional,10509
goo,14869
prepared,27903
annoyed,1628
departures,8497
consider fairly,6877
fairly hard,11789
hard headed,15971
headed cynical,16222
cynical guy,7848
guy like,15686
like movies,20634
movies blood,24181
blood death,3616
death rule,8202
rule want,30585
want explosions,38656
explosions terrible,11546
terrible slaughter,35611
slaughter loath,32897
loath sentimental,21143
sentimental slop,31964
slop sat,32960
sat watch,30846
watch iron,38913
iron giant,18300
giant expecting,14496
expecting disney,11449
disney esque,9360
esque piece,11057
piece emotional,27007
emotional goo,10513
goo read,14870
read original,28917
original book,25731
book prepared,3819
prepared annoyed,27905
annoyed departures,1630
departures iron,8498
iron man,18301
courtney,7332
rose,30502
mcgowan,22571
julie,18850
rebecca,29238
gayheart,14281
marcie,22257
benz,3128
liz,21078
charlotte,5541
ayanna,2470
girls,14569
school,31346
17th,100
birthday,3443
surprise,34943
kidnap,19288
plan,27134
goes,14747
wrong,40139
accidently,490
chokes,5774
jawbreaker,18554
stuffed,34443
mouth,23551
screaming,31461
totally,36695
shocked,32367
cold,6235
crap,7377
anybody,1692
wants,38721
police,27502
right,30167
away,2361
happened,15903
calms,4636
tries,37007
cover,7343
crime,7562
somebody,33178
raped,28763
suddenly,34653
geeky,14294
named,24538
fern,12397
mayo,22547
judy,18841
greer,15449
admired,981
finds,13172
devasted,8701
tells,35532
keeps,19198
shut,32567
entertaining,10831
fun,13920
gorgeous,15070
does,9493
job,18633
10,6
courtney rose,7335
rose mcgowan,30505
mcgowan julie,22573
julie rebecca,18852
rebecca gayheart,29239
gayheart marcie,14282
marcie julie,22258
julie benz,18851
benz liz,3129
liz charlotte,21080
charlotte ayanna,5542
ayanna popular,2471
popular girls,27596
girls school,14584
school liz,31357
liz 17th,21079
17th birthday,101
birthday friends,3444
friends want,13866
want surprise,38683
surprise kidnap,34952
kidnap plan,19289
plan goes,27137
goes wrong,14764
wrong accidently,40141
accidently liz,492
liz chokes,21081
chokes jawbreaker,5775
jawbreaker friends,18556
friends stuffed,13861
stuffed mouth,34444
mouth screaming,23554
screaming totally,31466
totally shocked,36711
shocked cold,32368
cold hearted,6238
hearted courtney,16301
courtney just,7334
just doesn,18928
doesn crap,9555
crap anybody,7381
anybody julie,1696
julie wants,18854
wants police,38725
police right,27508
right away,30169
away tell,2402
tell happened,35514
happened courtney,15907
courtney calms,7333
calms tries,4637
tries cover,37010
cover crime,7344
crime make,7569
make look,21933
like somebody,20704
somebody raped,33180
raped liz,28764
liz suddenly,21083
suddenly geeky,34657
geeky outcast,14295
outcast named,25840
named fern,24543
fern mayo,12398
mayo judy,22548
judy greer,18842
greer admired,15450
admired liz,982
liz finds,21082
finds happened,13175
happened totally,15911
totally devasted,36702
devasted courtney,8702
courtney tells,7336
tells keeps,35536
keeps mouth,19203
mouth shut,23555
shut make,32569
make fern,21915
fern wanted,12399
wanted popular,38705
popular entertaining,27595
entertaining fun,10838
fun dark,13929
dark comedy,7957
comedy enjoyed,6402
enjoyed lot,10774
lot rose,21466
mcgowan gorgeous,22572
gorgeous does,15074
does great,9510
great job,15340
job rest,18658
rest cast,29870
cast jawbreaker,4994
jawbreaker 10,18555
10 10,7
really,29063
says,31082
quite,28594
picky,26962
highlights,16517
single,32731
thing,35798
catholic,5064
church,5843
offending,25402
maybe,22513
monty,23424
python,28504
life,20347
brian,4133
premieres,27890
wouldn,39995
protesting,28293
nuns,25277
outside,25868
theatres,35742
infamous,17842
smith,33046
understood,37591
hint,16586
future,14118
catholicism,5066
exactly,11181
buddy,4362
christ,5813
picture,26964
point,27433
mourn,23546
religion,29538
celebrate,5113
worth,39962
don,9668
stuff,34428
chris,5807
rock,30331
jay,18559
mewes,22896
kevin,19229
power,27745
sheriff,32330
nottingham,25187
going,14767
really says,29170
says really,31091
really quite,29159
quite picky,28621
picky love,26963
love film,21544
film totally,12941
totally highlights,36705
highlights single,16520
single bad,32732
bad thing,2592
thing catholic,35809
catholic church,5065
church offending,5844
offending maybe,25403
maybe monty,22532
monty python,23425
python thing,28506
thing life,35842
life brian,20358
brian premieres,4136
premieres wouldn,27891
wouldn protesting,40004
protesting nuns,28294
nuns outside,25278
outside theatres,25874
theatres think,35743
think infamous,35962
infamous smith,17846
smith fantastic,33048
fantastic film,11971
film better,12580
better cast,3247
cast really,5009
really understood,29197
understood trying,37595
trying hint,37219
hint future,16587
future catholicism,14120
catholicism exactly,5067
exactly buddy,11185
buddy christ,4364
christ picture,5814
picture point,26972
point mourn,27449
mourn religion,23547
religion celebrate,29539
celebrate worth,5114
worth watching,39980
watching don,39005
don religious,9719
religious stuff,29546
stuff chris,34430
chris rock,5811
rock jay,30335
jay mewes,18560
mewes kevin,22897
kevin smith,19233
smith funny,33049
funny power,14078
power alan,27746
rickman sheriff,30121
sheriff nottingham,32332
nottingham thing,25188
thing going,35829
harder,16000
believe,3026
idea,17337
actually,832
considered,6893
controversial,7038
satire,30850
carry,4914
uses,37934
poo,27540
monster,23398
supposed,34848
comedic,6367
effect,10315
wasted,38861
chuckle,5837
instead,18020
came,4638
feeling,12303
nauseated,24630
patronised,26368
half,15785
hour,17004
spent,33457
explaining,11513
background,2492
details,8665
say,30966
yawn,40203
overwriter,25993
displeasure,9392
coming,6508
fine,13181
witty,39586
insightful,17979
lots,21481
swearing,35079
word,39738
ck,5954
loses,21387
minimal,23070
impact,17563
fiftieth,12478
hear,16237
scene,31171
deep,8308
discussions,9306
immature,17537
sound,33288
written,40111
old,25507
interested,18129
theology,35777
sure harder,34900
harder believe,16001
believe idea,3036
idea people,17360
people actually,26443
actually film,852
film funny,12703
funny fact,14031
fact considered,11695
considered controversial,6894
controversial satire,7042
satire level,30853
level carry,20278
carry films,4917
films film,13049
film uses,12958
uses giant,37939
giant poo,14497
poo monster,27541
monster supposed,23403
supposed comedic,34853
comedic effect,6369
effect know,10320
know time,19602
time wasted,36400
wasted watched,38869
watched expecting,38957
expecting chuckle,11444
chuckle instead,5838
instead came,18026
came feeling,4647
feeling nauseated,12318
nauseated patronised,24631
patronised half,26369
half hour,15789
hour film,17015
film spent,12899
spent characters,33458
characters explaining,5426
explaining plot,11515
plot background,27306
background details,2493
details characters,8666
characters say,5486
say yawn,31056
yawn kevin,40205
smith movie,33052
movie ve,24122
ve seen,38121
seen man,31799
man biggest,22128
biggest overwriter,3405
overwriter ve,25994
ve displeasure,38100
displeasure coming,9393
coming characters,6511
characters just,5450
just shut,19051
shut fine,32568
fine dialogue,13184
dialogue witty,8780
witty insightful,39588
insightful instead,17980
instead lots,18035
lots lots,21487
lots swearing,21492
swearing word,35083
word ck,39742
ck loses,5955
loses minimal,21389
minimal impact,23071
impact fiftieth,17565
fiftieth time,12479
time hear,36324
hear scene,16243
scene supposedly,31229
supposedly deep,34876
deep religious,8322
religious discussions,29543
discussions immature,9307
immature sound,17538
sound written,33297
written year,40137
year old,40228
old just,25525
just interested,18981
interested theology,18134
rewrote,30072
legend,20169
unerring,37614
doing,9631
remember,29608
pocahontas,27420
changed,5273
cinderella,5862
snow,33099
white,39366
masterpiece,22393
sitting,32795
shelves,32317
matter,22477
okay rewrote,25501
rewrote legend,30073
legend disney,20170
disney unerring,9374
unerring way,37615
way doing,39084
doing remember,9645
remember pocahontas,29622
pocahontas changed,27421
changed cinderella,5274
cinderella snow,5864
snow white,33100
white disney,39368
disney masterpiece,9369
masterpiece sitting,22404
sitting shelves,32800
shelves does,32318
does matter,9521
matter changed,22481
used,37904
couple,7262
deal,8161
jokes,18725
sappy,30825
line,20831
genre,14357
laughs,19942
fun idea,13941
idea little,17353
little used,21021
used seen,37918
seen couple,31771
couple movies,7271
movies like,24233
like actually,20487
actually entertaining,848
entertaining good,10840
good deal,14904
deal jokes,8167
jokes sappy,18757
sappy moments,30829
moments line,23338
line people,20855
people genre,26488
genre laughs,14378
formulaic,13597
recipe,29278
gone,14842
formulaic recipe,13598
recipe gone,29279
gone bad,14844
rich,30092
slice,32927
modern,23280
presented,27923
wonderfully,39696
paul,26374
thomas,36066
anderson,1512
broken,4259
followed,13440
vaguely,38015
interconnected,18127
shown,32521
currently,7761
brought,4300
end,10563
finally,13146
confront,6812
unhappy,37689
control,7025
lives,21053
forward,13621
brighter,4155
limited,20822
rich slice,30099
slice modern,32933
modern life,23286
life presented,20405
presented wonderfully,27930
wonderfully paul,39703
paul thomas,26379
thomas anderson,36067
anderson broken,1515
broken people,4263
people followed,26486
followed film,13443
film vaguely,12960
vaguely interconnected,38016
interconnected shown,18128
shown currently,32522
currently life,7762
life happened,20378
happened brought,15905
brought end,4303
end film,10581
film finally,12690
finally point,13157
point confront,27439
confront making,6813
making unhappy,22088
unhappy control,37690
control lives,7029
lives look,21060
look forward,21256
forward brighter,13622
brighter future,4156
future time,14121
time limited,36336
angry,1565
seing,31857
slightest,32941
bit,3445
interesting,18136
existant,11355
waiting,38554
affected,1092
hoping,16884
past,26315
hours,17031
leading,20029
significant,32609
finish,13201
storm,34076
frogs,13883
yes,40295
understand,37551
references,29376
bible,3333
exodus,11372
underlying,37534
theme,35758
absolutely,420
resolution,29820
lost,21399
portion,27621
population,27608
charles,5522
fort,13604
larger,19819
somewhat,33189
person,26751
self,31865
indulgent,17815
poor,27546
imitation,17531
seinfeld,31853
episode,10921
tell angry,35509
angry seing,1569
seing movie,31858
movie characters,23659
characters slightest,5494
slightest bit,32942
bit interesting,3462
interesting plot,18149
plot non,27353
non existant,25078
existant waiting,11356
waiting lives,38559
lives characters,21056
characters affected,5404
affected hoping,1093
hoping past,16887
past half,26324
half hours,15790
hours leading,17042
leading significant,20036
significant finish,32611
finish storm,13207
storm frogs,34077
frogs yes,13884
yes understand,40323
understand references,37576
references bible,29378
bible exodus,3334
exodus underlying,11373
underlying theme,37536
theme presented,35765
presented absolutely,27924
absolutely resolution,432
resolution second,29822
second lost,31653
lost read,21411
read bible,28896
bible significant,3335
significant portion,32612
portion population,27623
population charles,27609
charles fort,5524
fort larger,13605
larger portion,19820
portion somewhat,27624
somewhat read,33195
read person,28918
person thought,26767
thought movie,36121
movie self,24026
self indulgent,31870
indulgent poor,17818
poor imitation,27556
imitation seinfeld,17532
seinfeld episode,31854
blue,3654
sea,31598
shark,32280
different,9014
especially,11017
jackson,18448
jane,18486
cool,7085
scenes,31245
bird,3438
saffron,30706
burrows,4456
actress,797
looking,21302
woman,39603
talent,35255
ronny,30473
cox,7352
music,24408
trevor,36962
rabin,28651
effects,10338
awesome,2410
surprised,34961
got,15096
killed,19352
lived,21045
special,33393
edition,10297
jaws,18557
deep blue,8310
blue sea,3657
sea good,31600
good shark,15008
shark movie,32281
movie cast,23650
cast different,4980
different acting,9015
acting good,610
good especially,14916
especially jackson,11035
jackson thomas,18452
thomas jane,36069
jane ll,18488
ll cool,21097
cool good,7091
good scenes,14999
scenes bird,31250
bird funny,3439
funny saffron,14086
saffron burrows,30707
burrows really,4457
really good,29112
good actress,14876
actress good,804
good looking,14954
looking woman,21334
woman disappointed,39608
disappointed great,9249
great talent,15391
talent ronny,35270
ronny cox,30474
cox didn,7354
didn say,8965
say word,31053
word music,39751
music trevor,24430
trevor rabin,36963
rabin great,28652
great effects,15316
effects awesome,10342
awesome surprised,2424
surprised got,34970
got killed,15128
killed lived,19357
lived making,21049
making deep,22058
sea special,31603
special edition,33394
edition really,10299
good like,14951
like jaws,20596
jaws deep,18558
sea just,31601
just good,18962
kinda,19419
weird,39261
shakespeare,32234
things,35871
hate,16073
teen,35459
90,346
pretty,27968
feel,12269
sky,32860
rocketed,30344
heath,16314
ledger,20117
career,4844
america,1425
drooling,10000
guys,15713
fell,12347
julia,18843
styles,34538
strong,34347
lead,20009
captured,4793
teens,35483
wither,39571
wanting,38715
protective,28291
parent,26190
dealing,8172
sex,32165
rejection,29457
worked,39824
levels,20296
kinda weird,19427
weird people,39262
people say,26538
say story,31039
story based,34090
based shakespeare,2750
shakespeare story,32236
story mentions,34171
mentions based,22816
based 10,2730
10 things,31
things hate,35889
hate classic,16076
classic teen,6019
teen movies,35465
movies came,24182
came 90,4640
90 actually,347
actually pretty,871
pretty good,27985
good great,14929
great cast,15298
cast story,5011
story original,34177
original lot,25755
lot fun,21438
fun movie,13946
movie laugh,23869
laugh feel,19887
feel good,12278
good movie,14964
movie really,23986
really sky,29176
sky rocketed,32862
rocketed heath,30345
heath ledger,16315
ledger career,20118
career america,4845
america remember,1432
remember school,29623
school girls,31355
girls just,14576
just drooling,18932
drooling guys,10001
guys fell,15717
fell love,12350
love julia,21561
julia styles,18846
styles just,34540
just awesome,18897
awesome movie,2422
movie good,23800
good strong,15017
strong female,34352
female lead,12380
lead movie,20015
movie captured,23649
captured great,4796
great teens,15392
teens world,35488
world wither,39903
wither just,39572
just wanting,19086
wanting different,38717
different popular,9029
popular having,27597
having protective,16168
protective parent,28292
parent dealing,26191
dealing sex,8175
sex rejection,32182
rejection movie,29458
just worked,19094
worked levels,39830
mummy,24365
adventurous,1073
yarn,40200
vein,38141
indiana,17792
jones,18790
flick,13316
seeing,31706
owning,26013
return,29933
tired,36473
mummy adventurous,24366
adventurous yarn,1074
yarn vein,40202
vein indiana,38143
indiana jones,17793
jones lot,18795
fun charming,13926
charming tries,5560
tries entertaining,37014
entertaining summer,10852
summer flick,34749
flick worth,13339
worth seeing,39977
seeing owning,31728
owning fun,26014
fun movies,13947
movies return,24274
return grow,29937
grow tired,15556
tired doing,36474
1990,171
stream,34289
remakes,29594
universal,37721
horror,16936
monsters,23405
dracula,9855
bram,4064
stoker,33998
frankenstein,13690
mary,22350
shelley,32313
wolf,39595
boris,3930
karloff,19154
truly,37148
haunting,16127
despite,8635
slow,32966
moving,24306
mummies,24362
scary,31136
villain,38325
incredible,17748
eerie,10312
memorable,22740
update,37846
terrifying,35637
newer,24877
audience,2210
faster,12104
smarter,33022
bunch,4423
cgi,5193
times,36407
remake,29580
respects,29853
1990 stream,172
stream remakes,34290
remakes came,29595
came universal,4661
universal horror,37722
