Rank,Review,Year
3,I'm reviewing NCIS after watching 12 seasons.,2016
2,"(cue The Cranberries song ""Disappointment) The first episode I saw of NCIS was the one where the great (now late) Charles Durning played the Medal of Honor recipient, and I thought, ""wow, this is really good."" So my wife picked up the first 3 season on DVD at a garage sale (FIRST WARNING!) so I sat down to watch.",2013
10,"Today, the TV is fulled with stuff, you can find almost everything. And if crime is what you 're looking for, CSI Miami or CSI NY are the average answers. Why? Very easy: American government, then American people, then American nation wants to see themselves like Superman all the time. That's why we see Gary Sinsie breaking a terrorist, David Carusso putting his sunglasses and shaking the hand of his Mexican friend, who in the next episode, he may kill, after doing what they call ""justice"" OK, ladies and germs: for those that think that crime and justice are so easy words, I'm sorry to tell you: You're wrong. Crime is not that easy. And, as I said before, the TV is fulled. So, we also have the ""true crime"" shows like Criminal Minds, Law And Order CI and SVU, Withouth a Trace and many more. In Law And Order CI, they usually focus on the victims, with very strong and dense cases, but someone wonders: ""What about the investigator itself? Does it have to be danger danger all the time or can you have some fun?"" If that is your question, NCIS is one of your main answers. NCIS comes from Donald P. Bellisario, the creator of the well-known series JAG. He was also a writer of several Magnum P.1 episodes. NCIS is, more than just forensics, it's a character show. It's the story of the in and out relationships of the investigators and scientists of an agency that does anything criminal tied up to the marines, thing that Bellisario liked to do also in JAG. Therefore, we can find humor, drama, love, tragedy, and some bits of US action, besides of one of the most unusual characters you can find on such genre: an 50's former marine is the leader, a goth forensics and an 86 years old Scotish M.E that talks to his corpses. If we do a season analysis on the show, we can conclude that, it has been rising to good. The first season was a bit of CSI style, everyone was just cool. But it already had the trademark humor and a good ending. Season 2 could have initially been the same case, but the end was totally surprising. Season 3 was a very ruff one, were mistakes and chance are all the time, 4 was just human, and 5... Well, 5 has not shown up yet down here at Mexico, but I have heard that is good. NCIS is, in summary: Human 10/10 GREAT CAST GREAT CHARACTERS GREAT HUMOR GREAT...",2008
9,"Being a big Dark Angel fan (at least a Season One Dark Angel fan), my main reason for watching NCIS originally was Michael Weatherly. Seeing how he could play someone so different from Logan Cale was fascinating for me. That fact that Mark Harmon (whom I've always enjoyed watching)and David McCallum (fan of the Shaphire and Steel program)were also in the program was a bonus. My sister in law is a Mark Harmon fan, so she got something out of the program and everybody (my father included) loves Abby. This is a program that everyone in the family can get something out of. The occasional Dark Angel reference thrown in adds to my fun. (i.e William Gregory Lee who played Zack in Dark Angel was a guest star and was the actor who played Logan's Uncle Jonas)",2006
2,"Okay I'll make it short : this show has good potential, could have been a major TV Success, but as it starts with the main theme, you immediately know what's up....some cheap synthetic piano track, with no mood and no spirit, that compared to this even Charlie Harper's jingles sound better...! PLUS, how the hell can you be as arrogant as the Gibbs character..?! I mean, who the hell does he think he is, some kinda God or something ? by hitting his employees behind the head and directing orders the way he does...The guy pisses off after 10minutes of watching, THIS IS NOT FUNNY ! I wouldn't even show this series to my kid, being afraid he'd have a wrong opinion of respect and human behavior...",2011
8,"I've been watching NCIS since it started and have been a regular viewer since the debut. The first reason I tuned in was simple - Mark Harmon. Second reason was, well, Michael Weatherly. David McCallum was just a really nice bonus. That being said ... I know that NCIS as it is shown on the screen is ludicrous, so is CSI and all its off shoots, but if you show what really happens in any investigation you'll chase off the audience with boredom.",2008
3,"I know I can't be the only person out there that sees through this show's god-awful cheesiness! For crying out loud every character is completely unoriginal cop cliché: an old bitter chauvinist leader, an asshat trigger-happy tough guy, a noobish rookie, a jaded female cop always trying to show that she's man enough for the job, and nerdy techie that knows everything, yet manages to remain 'cool' at the same time. Every episode begins with Gibbs saying ""We've got a dead Marine!"" and ends with the team stopping Al-Quada's latest plot to blow up Washington DC. ",2010
10,"I just finished viewing the very last episode of one my most favorite TV shows that's known as 'The O.C.' and wanted to share my thoughts on what it meant to me and why! It grabbed my attention from the very first episode with incredible acting and a great cast with awesome chemistry amongst them and with a quirky and witty scrip and also showed fabulous taste in fashion and makeup which was fun to look at all the time! Great indie bands featured in the background always seemed to strike up the right mood and accentuate the emotional drama occurrences during the show! It introduced me to some fabulous artists which I've since become fond of (ie. 'Phantom Planet', 'The Killers', & 'Imogen Heap' to name a few!) It affected me on a personal level with the story lines of family conflicts, relationships, parties, and reminded me of my high school days gone by, and every single season finale (and several episodes) seemed to cause me to bawl my eyes out they were so meaningful! Unlike other family drama shows it had the guts to show the hard topics in honest ways and from the perspective and young and old teenagers and adults and parents which made it unique! Every character was important in their own way and every character developed and dealt with their own struggles and challenges and although new ones came and went it never affected the show's story and direction! I'll admit this past season was a bit different without one of the main characters 'Marissa' who was killed off at the end of the past season but that didn't change the show as I feared it might...instead it kept it's integrity with the core characters who still reminisced and looked back fondly on her character who in a way was still there in their memory! I'm extremely pleased with how they ended the show completing everyone's story in a creative and positive way that encourages all of us in the real world to follow our dreams no matter where they might lead us! A lot of people who didn't follow the show might have thought it was cheesy but it wasn't at all! It was light hearted and silly when it needed to be to balance out the tough topics it dealt with! It came along a head of it's time perhaps and wasn't appreciated fully for it's full worth in the TV industry! I don't watch any other family dramas (I used to watch 'Once & Again' which was sadly canceled as well!) and there will never be a show that will fill the hole it's left! It was such a different show than every thing else on TV and I will sorely miss it! I feel sorry for those who may not have had the privilege of being touched by the show and it's story lines, script, acting, characters, music, etc... because it was truly a one of a kind!",2007
7,"Another season has come and gone, and, with twenty-four episodes of drama, heartbreak, and product placement to choose from, I present my ""WHO CARES?"" awards for the SECOND SEASON of ""The O.C."" Read them at your own risk, for they contain many spoilers.",2005
1,"I don't understand how this show has become so popular amongst the teenage viewing population. First of all, the actors are at least 10 years older than the characters they play. E.g. Ryan is supposed to be 17 years old or there abouts but is played by a 28 year old actor. It's just not convincing to see typical high school students looking like post-graduate university students. Perhaps Ryan, summer, seth and co. were all too stupid to graduate highschool the first time and have had to repeat for the 10th year in a row? Generally, the quality of the dialogue is shocking at least compared to deep and meaningful dialogue in dawsons creek. This show is overrated and is one of the worse i have seen. You may diagree... but to each their own!",2006
10,"The first time I heard about this show, I admit I wasn't at all interested. It looked pretty cheesy in all of the ads and promos I had seen, and I'm normally not into teen dramas. However, a close friend of mine told me she loves the show and that it's a bit deeper than I think. I decided to give the show a shot and found that she is right. If anything, I think the show is poorly advertised. The promos really don't do it justice. It's not a teenie boppery show, but actually has a lot of substance and touching moments balanced by dry wit and comic relief.",2012
10,"I originally started watching this around 2004 when season 2 was aired. I became hooked within a few episodes. My brother heard about it from a friend a few weeks previous so he decided to buy season 1. I finished the season within days. I don't really want to reveal the stories of the o.c., I just suggest that whoever reads this, buy it. It's worth every penny. This show is different to shows like One Tree Hill, Gilmore Girls, Dawson's Creek, 90210 (recent series'). The O.C. may be melodramatic, predictable, unrealistic at times and it isn't incredibly intelligent. But, this is a fun-loving show where kids just are kids. They may be weighed down by drama but they have a smile throughout. Considering the actors were quite young when this started, I have to applaud them. Adam Brody and Benjamin McKenzie really shine in all seasons. They never fail to disappoint, what with Seth's witty remarks or Ryan's 'brooding' and the little 'bromance' they have.. the o.c. makes an enjoyable show. It feels fast, but it does focus enough on the situation and it makes you really understand. Peter Gallagher, Kelly Rowan and Melinda Clarke are all brilliant as well in this. Peter plays Sandy the self-righteous surfer who trusts his instincts and is also the father of Seth and (foster parent) of Ryan. Kelly plays Kirsten the caring, hard-working rich mother of Seth and (foster parent) of Ryan. Melinda plays Julie the gold digging manipulative bitch who really does have a good heart. There are so many pros and cons to The O.C. but I say focus on the pros because this is a fantastic TV show that isn't too glitzy and unrealistic like some shows eg; one tree hill season 5 +, gossip girl. This is a fun loving show that can definitely have bucket-loads of drama but it will still have you smiling in the end up. :)",2010
9,"I read all of the, ""This show is cheesy, terrible, and cliché,"" comments and I can't help but agree with the first and third adjectives. The OC is INCREDIBLY CHEESY and INCREDIBLY Cliché. There is just no denying it. The rich kids with problems that seem like the end of the world. It's so classic that it's cliché. The big thing that makes this show great is that for every cliché and every cheesy line there is a piece of witty dialogue or an original plot point that will surprise you. For instance, you have Marissa Cooper, beautiful, rich, and an alcoholic. She is possibly the worst actress on the show and doesn't add much to the substance. Then you have her mother, Julie. She is beautiful, rich, a socialite obsessed with the good life and an Uber-B*tch extraordinaire. It's amazing how funny she makes the show and how she is able to get good acting and chemistry out of Mischa Barton (Marissa) I won't lie, it is not the greatest show on earth by any stretch of the imagination. Just don't group it together with shows like One Tree Hill and 90210 because it is better and is worth your time.",2010
10,"Okay I had prided myself of not being a teen show addict. Never watched shows like Dawsons Creek before. Never really wanted to be in that category. The only other teen shows I watch right now are Smallville-which is no longer a teen show-and Buffy, which also grows out of being a teen show and Gossip Girl, but only in a major support for Josh Schwartz who created the O.C. I'm kind of sorry to say I didn't give it a chance when it was huge. I heard people around my high school discussing it in different groups but I just sort of rolled my eyes at that, another hit teen show that's the same as all the rest. Then I watched ""Rainy Day Woman"" in season 2 and fell in love with it and finished up season 2 and rented season 1 at Blockbusters one summer.",2008
10,"This is a show I have made fun of since it's inception a few years back. The joke is on me now. I was forced to watch some episodes, and I mocked them as I watched them. Then something crazy and unpredictable happened. I was hooked. Luckily, the OC isn't an illegal substance, or I'd be in prison right now. The characters start off annoying and painfully flawed, but it doesn't matter. The acting can be corny at times, but the show is genuinely engaging and you like and hate exactly who the writers want you to. Yes, it's manipulative, but scarily addictive. I'm still asking myself why as I plow through 8 episodes in my attempt to close off season 1 in a few days. Who cares. I can't stop. This show is vastly underrated by film and TV snobs such as myself. But don't think I'll tell my friends. This is the definition of a guilty pleasure...",2008
7,"I'm not a soap-fan, and have never followed one either. I'm more into series like ""dexter, prison break and 24"".",2008
10,"well I am really gonna miss the O.C.... it had everything, drama, romance, comedy, action... i have never been into these teen series, but the O.C made an impression on me,, it was more natural then any other show i have seen... u never know what happen,, Sandy and Kirsten a match made in heaven,, Summer & Seth most fun and cute couple ever,, Ryan is loved because of his hard life.. Marissa the most beautiful girl alive, July the snake but still charming... the show had it all and more... don't think there will ever be a show like this again.... but it was right to end it on a high.... not like Beverly Hills 90210 just keeps on and on and you get bored with it......",2007
9,"I hate romantic comedies. I detest them. You can list the actors I avoid watching: Hugh Grant, Sandra Bullock, Richard Gere, Julia Roberts. Romantic comedies make me cringe and I avoid them like the plague so you can imagine the foul mood I was in when I was forced to watch this film.",2004
10,"It has been a long time since I have seen a movie so rich in character that I did not want it to end. Love Actually is not a love story, it is a story about love. Love that reinvents itself, multiplies itself, opens itself up, and even devastates.",2004
8,"What I appreciated most about Love Actually was that for the most part, it realistically looks at relationships happy and sad, successful and unsuccessful, with a future and without.  It addresses different forms and levels of love, sometimes straightforward and carefree, sometimes complex and contradictory.  There are schmaltzy happy moments and touching sad ones, moments of great strength and moments of foolish weakness.  The movie is made up of many threads, and of course some threads are stronger than others.",2003
8,"This was a lovely script, and I was surprised I hadn't heard much about this movie before I caught it on HBO. I turned it on to keep myself company while working and ended up glued to the screen. I really enjoyed it.",2004
10,"It made me laugh, it made me cry, it made me smile, hug everyone, tell everyone how much I loved them!!! I think the music is the true soul of this movie. Cheers for the director!!! So many beautiful films he's been doing for so long!!! There was no need of marvelous photography, neither splendorous costume...but every detail was placed perfectly. Excellent actors and performances. It was a very good combination of experienced ones and some others one had never seen before. I liked very much how the director showed how open minded the English people are, by the way Liam Neeson talked to Sam and some other aspects on other dialogues as well (related to sex) It is remarkable also the way they mention the American society. Not criticizing the people and the culture, buy yes the government. CONGRATULATIONS ENGLAND!!!!",2006
10,"Any picture that can have me rooting for Rowan Atkinson (who I usually detest as Bean, actually) has to be very well-crafted for my part...",2004
9,"In London, from five weeks before Christmas up to a month after Christmas, the lives of different persons are linked by love. The Prime Minister (Hugh Grant) and the member of his household, Natalie (Martine McCutcheon); his sister Karen (Emma Thompson), her husband Harry (Alam Rickman) and Harry's secretary, Mia (Heike Makatsch); Harry's employees, Sarah (Laura Linney), a woman with a serious problem in her life, and the designer Karl (Rodrigo Santoro); the writer Jamie Bennett (Colin Firth) and his Portuguese maid Aurélia (Lúcia Moniz); the grieving widow Daniel (Liam Neeson) and his son, Sam; a porn actress and her colleague; the singer Billy Mack (Billy Nighy) and his manager; the just married couple Peter (Chiwetel Ejiofor) and Juliet (Keira Knightley) and their best man Mark (Andrew Lincoln); a British young man that travels to USA, trying to score women in that country. ",2005
1,"At first I was suckered in by this movie - cool British actors like Emma Thompson, swank shots of London, the British love/hate attitude towards America.",2006
1,"I had expected from this film a relatively undistinguished, harmless little romantic comedy. What instead unfolded was two-plus hours of the most unremitting, insulting, film clichés imaginable.",2005
10,"I really didn't know they made movies like this anymore... it's been a long time since I could honestly say that here is a movie worth seeing, renting, owning. They really didn't leave anything out. They covered all their bases on this one. As a Romance Novel Reader, and as a Romance/Comedy Buff, I say I AM IMPRESSED. And I thank whoever wrote the script and hope he's a happy man, as he has made me happy every time I watch this. It made me laugh, and cry, and hope, and dream. There was love actually everywhere. Not to mention the fact that I am Portuguese and so did not need to read the subtitles to understand those beautiful scenes in Marseilles. How beautifully written this was!!! I applaud. My co-workers applaud, my family and friends to whom I recommended this movie to applaud...",2006
10,Love Actually is movie that helps you see how life redefine's it self.,2006
1,"Conclusively, without doubt, undeniably, unmistakably, unquestionably and irrevocably THE worst movie I have ever seen in my life.",2007
1,"Of course this was run on TV in these Christmassy times and I was masochistic enough to give it another go. The posters in the hate it-section have summed it all up already I know, but even I repeat them I feel the urge to share with the world what got on my nerves most: The silly Colin Firth ""love story"", Hugh Grant as PM is truly unbearable, the guy wooing his best friends wife, the VO in the beginning, I could go on forever. Question is why Rickman, Thompson and Ejiofor (screentime about two minutes) wasted their talent on this dreck. Only Nighy is fun to watch, his cynicism about his record should be applied to this sort of movie.",2007
1,"After seeing this I wanted to inflict actual bodily harm on Richard Curtis. I'm not joking. I really, really did. Love Actually is the vilest, most ghastly, most putrid film I have ever seen. It is appalling. The nadir of Curtis's output, it is a toe-curling abomination. Where to start? What about the pure, undiluted cynicism of the enterprise, evident in everything from the music to the manipulative sentimentality to the use of children to the Christmas setting. It's a film with no heart, no structure, no sense, just a series of orchestrated, contrived scenes, augmented by the odd stale comic line (eg 'Now I can only get into dresses that belonged to Pavarotti') and utterly stupid improbabilities. To go through those would take way, way too long. And what's with the use of bad language in the most inappropriate of situations? Do not see this vomit-inducing turkey of a movie, especially in a couple if you're a man because it may well end your relationship, which would actually be quite ironic, eh Mr Curtis?",2006
1,A stellar cast is drawn together for...what? For the biggest load of tripe I've had the misfortune to sit through in a long time.,2006
1,"Well now I know it's true. And I'm sad about it. British people aren't smarter or funnier than Americans. Although a higher percentage of them might be able to spell the word ""p...a...n...d...e...r"".",2005
1,"I cannot believe that anyone who likes movies enough to post or even vote on IMDb would actually like Love Actually. After peeling my mangled body from the floor of my apartment I crawled to the phone and called every movie buff I know and warned them about this foul-smelling debacle. Expecting at least good acting in a movie I knew would be a sappy British comedy, after the sixty-minute mark I begged my girlfriend to let me turn it off. I didn't even notice the misogyny until after the smoke had cleared from my head after watching two hours of bad lines, worse plot, and disastrous humor. I felt like I had been drug all over London watching stupid people doing stupider (sic) things, and drugged on a never-ending storyline that, at rare intervals, might have required a teaspoon of creativity. The portrayal of women was also completely inappropriate. It was a class struggle throughout: authoritative and powerful men and the lowly enamored women acting like they're at a Beatles concert. If you haven't seen a poorly made movie in a while, see this film. Even my girlfriend agreed that it was not at all good, and was as surprised as I was that it averaged above a 2 on the voting. You want a holiday comedy? Watch Elf. I usually don't comment on IMDb, but after seeing the 7.8 I couldn't help myself.",2004
1,"So.. is it just me or was anyone else greatly offended, if not outright appalled by everything this movie had to ""offer""? Not only was the acting simply awful with its cheesy lines and its predictable scenarios, but there were also so many different stories it made each one lose any meaning it might have had in the process. On another less general note, I was offended by the fact that Colin Firth only started to really find his Portuguese maid attractive once she stripped down to her underwear, Liam Neeson's kid, right after his own mother's funeral, claimed he wasn't distraught over her at all - it was LOVE that was tormenting him, and the comment made by the father of the Portuguese maid to his other daughter - the ""fat"" one - saying ""oh shutup, dunkin' donut 3000"".... is this supposed to be funny? Because if it is, i think i may have lost hope in humanity forever. What would possess anyone to nominate this movie for not one, but TWO golden globes? There is far more to be said about this pathetic attempt at redeeming love and people in general, however it might cause me to feel ill so i will discontinue. My overall vote? If i could give it less than a 1, i would. I am ashamed of anyone I know who has even remotely enjoyed watching ""Love, Actually.""",2005
1,"It's films like this that makes you despise what cinema has become - a manipulative medium that contrives a formula to tap into your base emotions with a painting-by-numbers banality.  Richard Curtis uses every clichéd, over-used, underdefined character from his big book of cardboard caricatures, then gets all his tired old thesp-chums to appear in it and churn out this sugar-sweet isn't-the-world-wonderful-even-when-you-think-it-isn't rubbish - and then has the audacity to stick it in the cinemas of the world and charge an entrance fee.  How long must we tolerate this self-indulgent travesty from a man who is the king of the dumbing-down rom-com.",2004
1,"One of the worst films its been my misfortune to see - I saw it for free and still wanted my money back. Smug middle class trash and one of the most manipulative films it's been my misfortune to sit through. The opening 9/11 reference was unbelievably crass and offensive and it was downhill from there. The saving grace was Laura Linney but her character just seemed to be discarded when Richard Curtis couldn't seem to contrive a way to get her back into the plot. Robert Altman and Paul Thomas Anderson have both shown how multiple storylines can be handled to amazing effect - evoking a genuine emotional response from the audience. Richard Curtis just strings together a few popular scenes from his other scripts, desperately trying to squeeze a laugh or tear from the audience. Depressingly this is one of the most successful UK films ever - despite having little or no resemblance to any London that actually exists. I think the audience's reaction will be different in hindsight when, on a second viewing, they realise they've been had.",2004
10,"Even though Avatar is of American origin, it has a lot of Japanese anime influence, particularly visually, but keeps the best of both animation cultures with it's American sense of playfulness and more realized characterization. The creators of Avatar have really crafted an artistic piece of fun and creative storytelling that is a rare gem for American TV. Avatar has strength in all the major areas of film and story, starting at ground level with an exceptionally believable world setting where war is taking place among the different nations. The main characters who find themselves caught in this struggle are three teens named Katara, Sokka, and Aang (the Avatar) who have set forth to bring harmony to the world through their influence and through the powers of the still developing Avatar. There is lot of humor and fun in this show, and you can't help but to really love these characters and their pets. But this is just the beginning of the glue that keeps you coming back. Great plots and stunning visuals are just as much of importance to the overall success of the show. The story lines are top notch, being both episodic in nature and chronologically integral from one show to the next. Each episode usually introduces a new and genuinely interesting opposition and/or characters to be overcome by the end of the show, and visually there is plenty of awe inspiring backgrounds and quality animation. With just enough well paced action, some sincere points of moral conviction (can you believe it), and witty humor makes the show a winning combination. This is entertainment for all ages, and definitely a must see.",2005
10,"Wow. I am amazed at how good this show is. The anime-style look and feel of it make it a warm addition to nick's mostly dull lineup. Don't get me wrong, nick has some good animated shows, like Spongebob, Fairly Oddparents, Danny Phantom is one of my favorites. I think that it is good that they have a program with this kind of look that isn't from an established Nickelodeon company (like frederator for fairly oddparents).",2005
10,"When I fist heard of Avatar: The Last Airbender, I was a little septic. It seemed like it would just turn out to be another cheesy, serialized anime whose only purpose is to make cash. That, and when I watched the first Avatar episode, I noticed that it wasn't a 'true' anime. Avatar is, what I call, 'hybrid' anime: in other words, anime created here in North America. This only added to my skepticism. I have had bad experiences with hybrid anime. Shows like Martin Mystery and Totally Spies are hybrids, and watching them nearly makes me gag. The anime style is chosen for no reason other than to attract audiences. Their movements are quick, jerky, and you can tell they try way to hard to mimic traditional anime style, but in that sense, they fail horribly. Their written is witless and linear (i.e: the jokes in Totally Spies all relate to some sort of stereotype of girls, like hair, nails, etc) and the plot lines are all contrived (i.e: every episode of Martin Mystery). Yet Avatar: The Last Airbender succeeded where all other 'hybrids' had failed. The anime style was chosen for artistic reasons, and each of the character's movements are very fluid, and almost reach movie quality. There are typical anime elements that give the show a surreal touch without taking it over the edge, such as Appa, the flying bison, or the Spirit World. The action scenes probably impressed me the most, as the animators focus mainly on the ensuing battle, and not so much as the reactions of the fighter's or the onlookers. Each battle has a point, as well, and not just some random duel. The character's are very well drawn out, not just in an animated-sense, but also the depth of each character. But more importantly, we see these characters evolve through their adversities, and we see how they struggle to cope with their tasks, which sometimes require them to question their morals. Again, the humour in Avatar is genuine, and always makes me laugh, whether it be a quick quip from Sako, the running joke of the Cabbage Man, or even the coincidential irony. Even it's serious moments are well written, and the character's words have a deeper meaning. One of my favourite quotes is, ""Part of being a man is knowing where you are needed"". But what impressed me the most is how deep Avatar actually goes. The show has it's own mythology that is easy to follow, but sports a deeper meaning. Each tribe or nation represents a different element, but the fire nation is the main antagonist in Avatar. Yet we gain insight as to why this is. Fire is probably the most dangerous element, as it is essentially alive, and can destroy almost anything. This give us insight into the fire nation's need for power. Yet the fire nation has its own morals too, and we occasionally see things from their side, a technique that helps us gain better understanding for the fire nation, and even creates pathos for character's like Prince Zuko. Each tribe has it's own special abilities, relating to their element, and this relationship between man and nature is a common motif that permeates through many anime movies and shows (Hayao Miyazaki's ""Princess Mononoke"" and ""Nausicaa"" are excellent examples of this). Various symbols of Chinese mythology also show up in the series (i.e: panda bear's, dragons, etc.) giving the show another level of depth. Avatar is, at its core, a story of growing up and facing fate, no matter how hard it is. I am so glad I was introduced to Avatar, and I am pleasantly surprised by its depth and wit. The voice acting fits the character's perfectly, and even the music is a joy to listen to. I would gladly recommend Avatar: The Last Airbender to practically anyone.",2006
10,Hi there.,2016
10,"This review will be very long. I adore this show with every fibre of my being, and view it to be a piece of animated perfection. I implore people to avoid the disgusting live-action adaptation by director M. Night Shyamalan, as it is a disrespectful sham that mocks everything that the show stood for and mastered.So as for the show itself, where to begin? Well let's start with the story overall. ",2014
10,"When I first saw the previews for ""Avatar"", I thought it was going to be another lame show created during a Nickelodeon slump. Boy, was I wrong. It's my favorite show on Nick, one of my favorites on all of TV. The best parts are definitely the plot line and the world that Konietzko and Dimartino have created. This is definitely one of the most complex cartoons on television.",2006
10,"According to Wikipedia, Nick considers the target demographic of Avatar to be 6-11 year-olds. As an 18 year old who has watched the entire show, and who is eagerly awaiting the next episode, I have to wonder what they are thinking. The show features a diverse array of characters, each with story, issues, and flaws. The development and maturation of the younger characters as they encounter a world in crisis and interact with each other is evident throughout the show and is well executed. The world of Avatar draws heavily from various Asian cultures to create an environment for the story that, if not entirely original, is fully realized and feels like a real place with real history and culture. The effects of elemental bending and spirit entities on the societies of Avatar are well thought-out and serve to distinguish Avatar from other Asian themed shows, giving it a unique feel (it is definitely not Anime). The creators clearly strive for realism, in both the fight scenes and in the world the characters inhabit, though blood, swearing, and graphic deaths are notably absent, since it is supposed to be a kid's show. For example, The creators consult with a martial arts expert on every episode to precisely determine how bending moves should look, based on selected real styles. Also, All writing is done in Chinese calligraphy by consultation with an expert. The people who make Avatar have managed to create a story that, while especially suitable for younger people, has elements that resonate with all age groups. Overcoming difficult situations, trusting others and yourself, the necessity of self-discipline and effort, and the value of moderation and balance are central themes in the show. I don't want to include any spoilers, so suffice it to say that the plot is compelling as well. I should also mention that the show is frequently hilarious. There is frequent use of humor, but it rarely detracts from other aspects of the show, and generally only adds to the story's quality.",2008
10,"OK, so I was 12 when this show came out and needless to say, I was completely enamored by it. For a TV station like Nickelodeon, best known for its wacky shows like SpongeBob, Rocko's Modern Life and their sitcoms like Drake and Josh, to suddenly come out with this anime-inspired animated series with deep philosophical themes as well as tackling genocide and war, this was a massive step forward.",2017
10,The series that I watched once and thought it was the greatest thing since sliced Pao (Indian bread). ,2014
10,It seems like nobody who comments on this show is willing to give credit where credit is due. Michael Dante DiMartino and Bryan Konietzko are the creators and executive producers of the series. Nickelodeon has nothing to do with the creative process or anything of the sort. All Nick does is air the show on their awful network and slap their annoying watermark in the bottom right corner.,2007
10,"When I first heard of this show, I was initially sceptical about it. But after following each episode, I have become progressively more interested in it and its universe. Without a doubt, this is one of the freshest shows that have ever been invented. The characters were wonderfully and fantastically fleshed out, right from its flawed and brave heroes and heroines to its sadistic and sympathetic villains.",2008
