Rank,Review,Year
10,"This is a great show about a small town of wonderful eccentric people, but centering around a single mother, her daughter, and the diner owner who has been there to ""protect and help"" them as if they were his own family since they hit town 18 years earlier. And soooo much more warm, honest stuff. Everyone should watch it. I have it on disk - every episode of it - and watch a ""marathon run"" of all the episodes once every few years. It just keeps getting better and better. Always puts the world in perspective for me, reminding me of what is truly important in life - or should be - for all of us.",2011
8,"Battle Royale is based on the shockwave novel by Koushun Takami, which is a bestseller in Japan, and which has become very controversial in a very short time (and it is really easy to understand why). The plot is relatively simple (a class of junior high school students are forced to kill each other on a desert island, the last survivor wins and can go back home), but it is this simplicity that makes its strength. No need for a very long prologue before we enter the main act. Each of the 42 pupils involved in this ""game"" are not volunteers (no one would be..,), and of course they are forced to kill their best friends /girlfriends in order to survive this horror. The personalities and characteristics of each of the participants are of course very contrasted and even if there are some cliches, well, the worst has been avoided. There are even quite ""realistic"" (even if it is very difficult to judge what can be realistic with such a plot) moments. The transcription of the inner thoughts of the characters, which is one of the strengths of the book, is averagely well retranscripted. Takeshi Kitano plays a ""teacher"" (whose name is ...Kitano), leading the operation of surveilliance of this ""game"". It is very difficult to give an objective comment on this movie. Violent. Ultra-Violent. And bloody. This is for sure. The book has to be read for a more complete description of the hesitations and fears, but the movie restranscripts very well the book is the sense that it is all ""absurd"". There is no real meaning to this violence. The students know this, but it can not be avoided.  It is quite sad that the movie dropped an essential background element of the book (the story in the book takes place in an imaginery Japan which would have not lost WWII, and the movie takes place in a slightly modified modern Japan), but I guess that making this happen in the ""real-world"" shows that there is no need to go to an imaginary world to see to what extreme behaviors humans are capable of.",2000
9,"This film is film that I believed had to be made, and it was only a matter of time before it was.  Yet it was a film that the US mainstream could never have conceived making.",2001
9,"There have been contrasting cries of ""greatest film ever made"" and ""pointless gore fest"" made about BR, and neither are accurate in my opinion. What it is, is a commentary about ""perceived"" (real or otherwise) problems among Japanese teens in the late 90's.",2008
10,"Kinji Fukasaku made a film called Battle Royale back in 2000. He's made plenty of films in the past. I've seen very few of them, apart from Battle Royale but I'm always searching for more.",2003
10,"The Place: Japan. The Time: The not-so-distant-future. Faced with the prospect of losing control over the nation's young people, a totalitarian government decides upon a ruthless demonstration of power. The Battle Royale Act annually sends a randomly-selected class of high school students to an uninhabited island where they are compelled to kill each other until only one of their number survives.",2006
10,"I couldn't believe my eyes. Out of all of the horror/survival films I have ever seen, this is definitely on top of the list. I don't just mean that in terms of foreign films, I mean in terms of film. I was immersed into this crazy scenario that may seem absolutely ridiculous at first, but once you look at it, it almost turns into a not so outlandish thought.",2005
8,"Based on a Japanese novel by Koushun Takami, ""Battle Royale"" is the story of a group of ninth graders who are transported to a small isolated island with a map, food and different arms. They are told to fight each other for three consecutive days until there remains but one student, who will then be named the 'winner'. All students are forced to wear a metal collar with a radar so that their teacher is aware when a rule is being broken.",2006
10,"""Battle Royale"" is one of the most controversial and challenging movies ever made.The film is very gory and violent,but it's also witty,satirical and thought provoking.The concept of ""Battle Royale"" is pretty simple.The act of Battle Royale decrees that once a year a class of 9th graders is chosen at random,stranded on a small island,and armed with random weapons.The kids are also outfitted with strange necklaces that monitor their locations and life functions,and explode if more than one student is alive at the end of 72 hours.The kids are forced to become savage killers,and the movie provides them with interesting personalities and human reactions to the horrible situation in which they find themselves.The acting is brilliant and the violence is horrific and merciless.The film is very exciting and well-photographed.A masterpiece that needs to be seen by every fan of wonderful Japanese cinema!",2004
3,"Having just seen the movie Battle Royale, I have come up with a few rules for survival that 9th grade Japanese students might find useful: ",2005
8,"Is the question put before 42 Japanese school children, minutes after waking up from being put to sleep and minutes before they will fight in a bloody battle to the death. Seconds after the children learn their probable fate, they are greeted with a video. An upbeat video, the sort of video you would expect at a McDonalds induction day, but this video explains the rules of the 'game'. ",2003
9,"40 Ninth grade students and two transfer students have 3 days on a island to wipe each other out, only one can survive and if not they shall all die.",2005
6,"Gods, 7.8 rating score for this movie?",2002
1,What is the point!!?? The premise of this movie is that in a not so far away future Japan will have a serious unemployment issue and 800.000 students feeling that there is no future for them start to boycott school and authorities are afraid of rebellion.,2007
1,"Easily the worst film I've seen this year, possibly the worst film of all time. A Japanese twist on American reality shows, only with lots of blood. It has a high school mentality that just drags the film down to a juvenile level. One dying teenager says to another, ""you look cool"", the other dying teenager replies, ""you are the coolest girl in the world."" And so it continues...teens admitting hidden crushes and unrequited loves, then dying violently. I found myself laughing hysterically at times that were probably intended to be profound and moving. I thought maybe the director was being satirical and the whole thing was a spoof...but I think not. The ending with Kitano was ridiculous. Finally, the multiple ""requiems"" at the end was just melodrama at its absolute worst. I'm sure easily manipulated teens will be crying, but savvy viewers will be laughing at the ludicrousness of it all.",2007
4,"This movie is a 15 year-old's dream. For those of us who are fully clear of puberty, its a strange film. The violence is graphic, but ridiculous. The characters are paper thin. The only good thing is at least I can keep the cliched characters straight. I was amused by the nerd, and cheered for the wicked trashy girl. And it was fun seeing Go-Go from Kill Bill, even if she died pretty early on. I really hated the two random students who were added - Mr. evil crazy hair and Mr. goody goody. Basically they did all the killing, they looked about 25 years old. The stat lines at the bottom are absolutely hilarious. The Teacher was just ridiculous. Not to mention that the government was paying 20some soldiers for 3 days just to kill a few middle schoolers. I don't feel like I wasted my time seeing this. But I wouldn't recommend it to a friend. Japanese movies are weird...",2004
1,this movie is full of bad acting and nonsense. please do not watch this movie or you'll be as mad as me to waste your time. and now i have to write 10 lines of stupidness to submit this review. because with less lines it won't be submitted.,2014
4,"Having nearly exhausted the catalog of ""good"" horror movies, I've turned to explore more ""shock"" cinema, of which Japan is currently forefront, mostly because of Takashi Miike's twisted brilliance. I've heard much about Battle Royale since its release in 2000, particularly in regard towards its shocking premise and excessive gore. I was excited to see this movie, but was sorely disappointed with the actual experience.",2006
3,"if ""lord of the flies"" sucked, it would be this movie... i quite liked the premise of ""battle royale"", sort of an update and extension of the ideas in william golding's novel, melded with orwell's ""1984"", or stephen king's ""the long walk/the running man""... it falls short of those tales in many ways...",2006
2,"Easily the most jaw-droppingly awful movie I've seen in ages. I wish so badly that this was released in theaters over here so it could get pummeled by the critics. Akin to most Asian ""schockers"" and horror, its all premise and absolutely nothing else. The first ten minutes is kind of cool and does a decent job (or rather not) of setting up what unfortunately turns into the most baffling mess of a movie I've possibly ever seen.",2005
2,"I am amazed by all the praising reviews I have read since I watched this movie. I respect all opinions, but all got for my money were two hours of cheesy, violent entertainment.",2002
9,"*SPOILER ALERT* Japanese society is escalating out of control. The youth is boycotting school, even physically abusing the staff. The government, from an act of sheer desperation, passes the Battle Royale Act - where a select class of students is moved to a desert island, given weapons and certain survival necessities, and ordered to kill each other before three days are up or be killed.",2006
10,I saw Chocolat again last night. I had forgotten how lovely a movie it is! People need stories like this these days.,2004
8,"I had heard all the rave reviews, saw the number of Oscar nominations this flick received but still wasn't convinced it was a movie I'd like.  I want to kick myself now for waiting this long to see it!  Yes, I forsook the big screen for the video but I wasn't disappointed a bit.",2001
10,"A film to awaken the senses and stimulate the sweet tooth, `Chocolat,' directed by Lasse Hallstrom and starring Juliette Binoche. is both a sensuous and sensational delight.  In the mid 50s, as if borne on the winds of fate, a somewhat mysterious woman arrives in a small town in France, with a young daughter, Anouk (Victoire Thivisol) in tow and a special talent that soon has the townsfolk in quite a stir.  Binoche is Vianne Rocher, a woman who uses her exotic recipe for chocolate to unlock the repressed sensibilities of the predominately Catholic citizenry, heretofore kept under the rigid and righteous thumb of the Mayor, Comte de Reynaud (Alfred Molina), with no respite or help, even from the town's young and inexperienced priest, Pere Henri (Hugh O'Conor).  And because Vianne has the audacity to open her chocolate shop during Lent, when of course her sumptuous treats are forbidden, she quickly runs afoul of the Mayor and a battle of wills between the two ensues.  Her chocolates are irresistible, but the Mayor has tradition and religion on his side, and it puts the free-spirited Vianne-- who has something of the gypsy in her-- to the test. 	As a director, Hallstrom has just the right touch that brings out the best this story has to offer, which is to say, quite a bit.  It's an affecting and funny movie that will touch you emotionally as it involves you with the characters; Hallstrom knows what buttons to push and when, and it works splendidly.  There's a touch of mystery surrounding Vianne that underscores the sensitivity of the story, and Hallstrom never allows it to become maudlin, which successfully maintains the integrity of the drama.  And there are moments throughout the film that evoke an almost dream-like sense of pacification that draw you in as you indulge in the mouth watering visual pleasures of the chocolate.  Be forewarned, though, it's a tough one for diabetics to watch. 	What Hallstrom also has going for him in this one is an absolutely exquisite cast, many of whom give Oscar worthy, memorable performances, beginning with the superb Juliette Binoche.  There's an earthy, enigmatic and classic sense of beauty about her that make her presence on screen captivating; she's simply a joy to behold.  Judi Dench (Amande), meanwhile, does a terrific character turn as a mother whose daughter, Caroline (Carrie-Anne Moss), deems her an embarrassment and a bad influence on her son, Luc (Aurelien Parent-Koening), and Lena Olin (Josephine) is outstanding as well, as an unhappy woman who finds hope in Vianne's undaunted spirit. Three extraordinary performances from gifted actresses that should be recognized with Oscar nominations.  And Molina, too, as the narrow minded Comte, gives possibly the best performance of his career, while Johnny Depp (Roux) lends some charm as the leader of a roving community of river people. 	Rounding out the supporting cast are John Wood (Guillaume), Peter Stormare (Serge) and Leslie Caron (Madame Audel).  Possibly the `sweetest' film of the year, as well as one of the best, `Chocolat' is a visual and emotional triumph that will warm your heart and make your taste buds salivate, with a story and characters as rich and satisfying as the candy they embrace.  It's a film with a human touch whose images and sensitivity will remain with you long after the screen has gone dark; an uplifting, entertaining movie that proves that the answers to the mysteries of life just may be found in that box of chocolates, after all.  I rate this one 10/10.",2001
8,"Beautiful movie from master-director Lasse Hallström (The Cider House Rules, The Shipping News, What's Eating Gilbert Grape) with wonderful performances by Juliette Binoche, Judi Dench, and Hallström's wife Lena Olin. ""Chocolat"" is a very beautiful and touching movie about a single mother with a daughter who decides to open a ""chocolaterie"" in a very conservative village during Lent. What follows almost looks like a fairytale: the characters, the story, the music, the whole idea of an old conservative French village ",2005
10,"I have only seen this movie for the first time today. I have to admit that I hesitated somewhat as I did not believe I would like it because it was described to me as a 'chick flick', a genre I do not subscribe to even though I am a girl. How wrong was that description. I loved the film, the story, the scenery. Such genuine & diverse characters. The actors chosen were perfect for their roles, I cannot imagine anyone else playing the parts. The DVD I had was borrowed, but I intend to buy a copy for myself as it would fit into my small library of movies. I have to see it again & this time I will share the experience with my partner as I know he will appreciate the story. Lida",2005
10,-This film transports through the art of story telling.,2010
10,"What a pure delight Chocolat is. Gentle, Beautiful and heart warming. That could describe many films but unlike others it displays no clichés or tired ideas. It is refreshing and pure. The cast is superb, Binoche is a wonder who glides effortlessly through the part of the mysterious and beautiful Vianne. Molina is excellent as the repressed yet lustful Comte Renauld. Depp is as eccentric and wonderful as always.In fact the whole cast is fantastic. The story has all the elements of a wonderful fairy tale yet the perfect direction and the delightfully authentic french setting makes it serious movie. You really care about the characters and the many inter-twinned story lines keep you watching with joy.It also has a wonderful score and excellent costumes and sets, in fact in writing this review I cannot think of any criticism I could make. It is that rare thing : a truly perfect movie.",2007
9,"The movie Chocolat is a magical tale of a small village with many rules on how villagers are to live and act and behave. Then along comes a woman who enters their world and turns it upside down by allowing them to experience life to the fullest after opening a chocolaterie. As the villagers become more and more tempted to visit her shop, she is able to open their eyes through her chocolate to a world completely different from what they know and trust. At the same time, Vianne, the owner of the chocolaterie, struggles with her own desires as she is forced to follow the North wind as her mother did. Only when she decides to allow her mother's spirit alone to move on, does she begin to experience her own happiness. The theme of the story is about love and the experiences of life even if we must go against the ways of tradition and the past. It's about finding out what makes us happy and working towards it while respecting others. The major characters include the mayor (Alfred Molina) of the village who is always trying to do what is right even though his own private world is that of despair. The conflict between him and Vianne (Juliette Binoche) is very evident. Then the character Roux (Johnny Depp) is considered a ""river rat"" by the villagers but ends up as Vianne's own personal piece of chocolate that opens her eyes to happiness. Josephine (Lena Olin) is another woman in the village whose husband, Serge (Peter Stormare), is very abusive and when given the opportunity to leave and begin working with Vianne, she jumps on it. Armande (Judi Dench) is the landlord of Chocolatery and is faced with a broken relationship with her daughter. Armande does what she wants and says what she wants and her witty comments immediately draw you in. This movie is much more than romance, it's magic through the guilty pleasures of chocolate. The actors and actresses make you feel like you are right there wanting to experience life as they wish to. The costumes and setting throughout the movie is beautiful and make a remarkable contribution to the movie. The setting is important to this movie because it helps you become drawn in like you are truly there in this small village. The village buildings are beautiful as well as many other locations throughout the movie. The costumes are important as everyone wears very dull colors while Vianne (the outsider) wears red heals and bright colors. The movie is a must see and is very entertaining. The way the chocolate scene's become magical makes you want to be right there with her and become a part of it.",2010
10,"I was not sure if I was gonna like this movie or not but I end up liking it very much from the first five minutes till the end,I smiled all along watching it and in the middle of it I felt the urge of stopping it and went to eat some chocolate!I was literally craving chocolate!I do not agree with the reviews that say it was predictable,it was not a bit predictable for me and I really loved the ending.After such a great story it was really nice to see that all's well that ends well. Julliet Binoch is really gorgeous and is perfect for the part,all along the movie you feel like she is hiding something from the mystery of her eyes and the way she smiles. Johney Depp's performance and also all the other cast are good too. It's really worth watching,it's just that you are gonna end up craving chocolate just as I did!",2010
10,"Having seen the movie and then read the book i'll admit i was a little shocked at how many changes were made but i suppose it would have been quite difficult to stay true to the story and so some of the changes were acceptable. but i think that two of the changes should not have been made. Firstly i was rather confused by the way they changed the setting of the film from the early 1990s to 1959 a rather pointless change i thought. And secondly in the film Viannes mother is portrayed as a tribal wanderer type of person supposedly spreading chocolate around France whereas in the book she is a rather more complex superstitious character who is more interested in Tarot cards than chocolate and it is Vianne who is interested in chocolate. But there you go. Obviously the film was intended to be a little more happy and ""do gooder"" than the rather dark book. Nevertheless i thoroughly enjoyed the film and it remains one of my favourites.",2007
10,"I actually was rooting for ""Chocolat"" to win Best Picture for 2000. If you're the type who easily gives in to temptation, then this is the movie for you. Vianne Rocher (Juliette Binoche) and her daughter open a chocolate shop in a small French town where the mayor has suppressed all forms of happiness. But once Vianne and her daughter start selling their chocolates, things start to change for the better. And some people in town don't like that.",2005
9,"When I borrowed Chocolat from my friend, I really didn't know anything about it, or really what my expectations should be (other than that it's name made me hungry and there was something that was going to be happening about chocolate somewhere in the movie, hahaha). Well, when the movie started up, I got the main concept right away and was immediately interested, which they were very satisfactory at material like that, by that I mean, they weren't trying so hard to get the point through of what they wanted you to understand, they just followed the expression, ""go with the flow"" and that definitely worked out for the unquestionable better for this movie!",2009
10,"This is simply one of the best movies I have ever seen, and I have seen quite a few. Juliet Binoche is magnificent as Vianne--perfectly cast. Her daughter is a true gem. The story line is completely engaging. I loved this movie from beginning to end. It made me hungry, happy and utterly at home in the mysterious and yet somehow familiar landscapes and plot lines that the author creates for the audience to enter. The writing is almost poetic and the characters are all completely believable and true to type. The chocolate shop is not a shop at all, but rather a metaphor we are all drawn into. I was inspired by the courage of the protagonist, a strong female role model, and the events of the film that never let us rest for a moment. Definitely, this one gets two thumbs up.",2006
9,"This movie starts being a comedy, and finishes with drama and romance genre. And it's one of the greatest movies I already saw, with such a good atmosphere and also one of the most appetizing scenes ever.(It's really hard watching this movie while you are on a diet!) (Juliette Binoche is terrific as Vianne Rocher and Johnny Depp as Roux is so sexy!)",2005
8,"Chocolat is a good film. The plot is indeed very good, and despite being simple at a first sight it have various layers and subtle symbolism, specifically in the 'chocolate' types. For example, for the boy with a spicy personality, bitter chocolate she offered. And to the woman depressed, scarred by life,with bitter personality, she then offered spicy chocolate. The chocolat itself represented some kind of a freedom and liberation of the repressed side of the persons. Very interesting, and it's definitely a film to be appreciated. The way the city reacts is also very curious. The characters which appears in the film have special kind of personality and a subtle meaning in them as well. And is up to the viewer to discover what these meanings are.",2013
8,"Chocolat is about the oddball in the village, the outsider bringing new perspective. It's presented to us as a tale told from mother to daughter, almost like a legend.",2013
8,"This film is not recommended to those who are on a low calorie diet, because it makes you want to dive into a bowl of succulent chocolate. It's amazing how a simple movie can do that, without even using the scent to lure you. Chocolate turns an ordinary village of France into a sweet world, a fairy tale among simple people. The costumes and the scenery are very believable, really capturing the era and the atmosphere, of that time. But the story is good as well, without getting boring, speaking about the love that can tie family and friends together, the stereotypes that support closed communities of the countryside and how a simple ingredient like chocolate, can turn everything upside down. Great performances from the main and supporting cast actors and a memorable soundtrack. All in all chocolate is a remarkable film.",2013
8,"Okay, the film has a first rate cast including the wonderful Oscar Winner Juliette Binoche who plays a single mother who comes to a small village in La Belle France where the rules are governed by a small-minded mayor. Anyway, Lena Olin plays a battered wife who is taken in by Binoche's character. Dame Judi Dench plays a 70 year old widow full of life and she earns an academy award nomination no matter what she does in the film industry. Anyway, British Alfred Molina plays the French mayor. Scandinavian Lena Olin plays a key role as well. American Johnny Dep plays a rogue pirate who he and his gang of vagabonds wash up on the riverbanks and entice Binoche's character. The film is alright and somewhat above average. OF course, some of it at times can be absurd. My favorite moment is the housewife who remarks about her husband's lack of interest in intimacy and she was played by a French actress as well. The film is done well by Lasse Hallstrom but I don't think it's Oscar worthy. American Carrie Anne Moss also has a role playing Dench's daughter who forbids her son from knowing his grandmother. You can figure what happens.",2007
9,"At first, I thought chocolat would be one of those European films that we Americans don't understand because of the culture differences. After the initial introduction, the movie settled down into a pace where it quietly included past European and hence American superstitions and behaviors. Aristocracy and the hardships of labor are entwined with the love and devotion of family and friends. But not without a price. As the characters emerge you will fall for this romantic drama. This film requires no detailed knowledge of history or culture. A great film for family, dates, or just to be entertained but without the over the top explosions.",2005
10,This movie was a wonderful surprise! A great cast and amazing directing! This movie combines wonderful bits of humor and wisdom along with romance and drama and of course...mouth watering Chocolate. The result is a very sweet mix of fairy tale and real life and it all adds up to great movie making!,2000
10,"The year is 1959, but it might just as well be a century or more before, for all the intrusion of modern times and technology in this story of a mysterious woman (Binoche) and her daughter who arrive in a small French town and open a chocolate shop during Lent, which angers the mayor, a devout and intolerant count (Molina) who vows to put her out of business. In a sense, the story is a fairy tale about a good witch who turns a town upside down mainly due to the villagers' fear and ignorance, and does good for them despite themselves. Beautifully shot, wonderfully written, and delightfully acted, the film is as near perfection among romantic comedy-dramas as I have seen in a long time. Binoche is most fetching, Olin fine as a battered wife who blooms (it is magical just for a film buff to contemplate how the actresses and their roles have changed since they were together in ""The Unbearable Lightness of Being""), Molina a wonderful ""villain,"" and Judi Dench as a crusty diabetic landlady somehow made me cry nearly every time she came on screen. Fine as he has been elsewhere, Johnny Depp as a sort of gypsy water-rat with a curious Irish brogue is a little out of his depth in this crowd. This is one to treasure in repeated viewings.",2000
10,"Recently a friend of mine watched ""The Beach"" after I told him my favorite quote (i.e. ""Never refuse an invitation, never resist the unfamiliar, never cease to be polite, and never outstay your welcome""). He enjoyed the movie a whole lot and told me he hadn't watched it before because of it's low IMDb rating. That's when I decided to register here and post a comment - I hope I help someone else to watch the movie because it is worth a watch. What I personally like so much about this movie is that it is not just plain vanilla. It actually makes sense and can be a starting point for new thoughts and ideas - something I truly appreciate in a movie.",2005
8,"The Beach is interesting in that some people feel that its terrible while there are others who feel that it is an unsung hero of a movie. When I first saw The Beach, back in 2000, I thought it was OK, not as bad as most people said it was. But, just like with A Life Less Ordinary, The Beach grew on me and I had to watch it again. After seeing it a few more times I really started to pick up on what was going on and realized that at the end of the film the viewer has gone through quite an adventure with Dicaprio and co. The acting, cinematography, music, and story are great and hold up after repeat viewings. The Beach is one of those movies that I watch once a year as its enjoyability never decreases. This is a very solid film that will no doubt only increase in its popularity as time goes by as fans of The Beach are quite hardcore. Even though Dany Boyle has said that he is not very proud of The Beach I believe that he's made a gross error and misjudged his work because even after all these years The Beach still has a freshness to it that most films lose while they are still in the theaters. Because of these reasons The Beach will not die today.",2005
9,"Here is another of those films that got panned by critics all over the place, but I liked the movie and thought it was unfairly criticized.",2006
8,"When you travel, you are surrounded by people. Amidst all that foreign intrigue, you are truly alone - an opportunity to be truthful to your instincts.",2011
7,"I went to this one, knowing that it could be crap, but hey, I do not care what others think and once again this way of thinking did not prove me wrong.",2000
10,"Danny Boyle did an exquisite job on this film. When I first learned that it was indeed a Danny Boyle film I was a bit disappointed that it didn't have any of his ""original"" cast members... the people that he always works with. When I learned that Robert Carlyle was in this, I was ecstatic. This film has so many wonderful points, I can't list them all. I'm just going to say that ""enjoy your dinner Richard"" was a classic cinematic moment. A great thing about this film is that it's a wonderful representation of a microcosm of todays society. It shows that no matter how hard you try to escape all the wrongs in life, and all of your daily annoyances, they'll still be there no matter where you escape to. This film doesn't go from beginning to end. It circles. There is no ending because their lives didn't end. Truly a supreme film. It is what one should expect from a man like Danny Boyle. Leonardo DiCaprio gives another amazing performance. It takes a wonderful actor to be able to portray an emotion such as insanity just with his eyes, and he did so wonderfully!",2000
10,"I'll be brief. I didn't want to watch 'The Beach' because of the bad reviews, but when I accidentally came across it while surfing through the channels, I couldn't stop watching.",2002
4,"One of the main problems is the lack of empathy we have with anyone. It is not surprising that we fail to empathise, since the characters have so little empathy for each other. Perhaps the intention is to show a group of middle-class pleasure-seekers as they really are: selfish, narcissistic and cruel, and that their retreat from the world is really an attempt to escape their own petty nastiness.",2011
1,"Once again, Hollywood has managed to lower the benchmark for a bad movie even further. This was such a bad movie that I felt myself constantly looking at my watch. I didn't even have to pay for it - but I still felt as though I had wasted 2 hours of my life.",2000
1,Well - Where do I start... A classic story written by Alex Garland - Destroyed by Danny Boyle & co. It would take a long time to pick my way through the debris of this particular shambles so I shall narrow it down to what I see as the main critical flaws that sank Leo's latest water borne epic 1. The movie has been aimed squarely at a teen market hence you get style over content - The beautiful people in paradise hanging out with a highly commercial soundtrack and a Top Shop tie in on the fashion side,2000
5,"HERE BE SPOILERS The Silver Screen adaptation of the popular dystopian backpacker's novel, 'The Beach' is perhaps not the most accurate adaptation of the cult book, which has become required reading for a whole generation of travellers. Parts of the original book are hardly mentioned in the film, while whole sections are completely skipped, such as pseudo soldier Jed, whose massive role in the book is written out of the screenplay completely. Just as plot parts are removed, others are added in their place. Richard's unrequited love of Francoise is replaced by a rapid relationship, ending with an all too strange sex scene on between Sal and Richard. Good natured Sal who only wants to preserve village life, becomes a sexual predator, approaching the level of Sharon Stone, as she entraps Richard in her Black Widow clutches. Etienne takes a minor role upon reaching the beach, swiftly giving up Francoise, and becoming a hermit in the forest with the injured Swede. Many of the more powerful (or more controversial) scenes from the book are cut from the movie, giving the feel that the director was reined in by his funders. References to Vietnam are abbreviated to a single shot of a fan, while Richard's re-accuring dreams about Daffy are replaced by a brief sequence toward the end. Perhaps most shockingly of all, the books surprise ending, truly dystopian in it's screaming climax, is replaced by the rather weaker idea of the inhabitants of the beach sailing away on a homemade raft, and joining modern society for Cyber Cafes and coffee. Perhaps if this film can be seen as a separate entity altogether from it's written counterpart, then it would be a pretty good film. Certainly the CGI beach looks pretty good, the acting is of decent quality and the film is not without it's charms. However if even the director Danny Boyle (of 'Trainspotting' legend) is disappointed with what he made, then perhaps this one is best given a miss, and relying on the book to do the talking.",2006
1,"Entertaining in parts, but as a whole it's pure manure.",2006
4,"Ah backpacking across the world . What an exciting thing it is - but only if you're a rare and remarkable person . Travelling all over the world isn't all it's cracked up to be . You might get a one night stand , you might get stoned but to be honest couldn't you have got that at home ? Did you really need to go the ends of the earth for that ? If you're a rare remarkable person you'll also get altitude sickness , suffer dysentery , catch ringworm and under go a rabies scare . You'll have wasted all your money on plane tickets and inoculations and the only thing you'll have to show for it is a small paragraph in the obituary column of the local newspaper after dying from a rare tropical disease ",2007
9,":Trust Me, Its Paradise",2007
3,"In the beginning of 2000, everyone waited impatiently, the release of the movie ""the beach"", mainly because Leonardo DiCaprio was in the main role. You thought that he was going to carry on with dignity, following the huge commercial and artistic success of ""Titanic"". But sadly, it's not the case. This movie that is a new variation of the lost paradise is a disappointment.",2003
7,"Ever since (at least) the eighteenth century, with its cult of the ""noble savage"", tropical islands have frequently been seen in Western culture as the nearest that it is possible to come to Paradise on earth. This view is often reflected in the cinema, in films such as ""The Blue Lagoon"" or the various versions of ""Mutiny on the Bounty"", in which the idyll of Tahiti is contrasted with the rigours of life on board a British warship. The two versions of ""Lord of the Flies"", like the William Golding novel on which they are based, offer an ironic twist on this theme; a tropical island is used as the setting for an anti-Utopian story in which an attempt to found a new society ends in a relapse into barbarism.",2005
5,I couldn't believe just how trashy this film is. To be fair the cinematography is good and it has a cool blue-ish tint that gives it a visceral edge -- but that's about it.,2005
4,"A young traveler (Leonardo DiCaprio)is intent on taking a vacation different from all others. He meets a French couple in Asia and convinces them to trek with him to a secretive island. Upon their arrival they find the island is as perfectly beautiful as they were told. The island is secluded, but inhabited on one side by a commune and the other by drug dealing farmers.",2001
1,...which is a shame because the book is crap. it purports to tell us all what traveling is like and the wonderous things that happen to us and make us (deep breath for a wonderful americanism) 'grow'.,2001
8,"On the face of it, this movie is about a young boy's fantasies as he falls in love with the image of an older woman. I say 'image' because he doesn't know her at all to begin with, but as he watches, her increasingly sad truth is seen through his eyes.",2010
