Rank,Review,Year
1,"Was some time ago I watched this, but I remember being so very angry when I did. EVERYTHING ends happy! It's happier than all the cartoons, Disney movies or children's stories I have ever read!",2009
1,"Never in my life have I seen a worse show. The characters are shallow, have panic attacks literally ever 30 seconds, ignore actual patients and worry about each other, and the whole thing seems completely unrealistic. I wish Ellen Pompeo would stop with the George Bush impersonation and actually open her eyes. Just a terrible show. A better title would be ""girl doctors who complain about their sex lives and pretty much whore around the whole time"". If you want to see a near-perfect medical show, then hit up FOX on Tuesday nights to see a doctor at his finest: Hugh Laurie as Dr. Gregory House. Laurie's character, a pain-killer addicted M.D. with no regard for manners but a genius doctor, brings sheer brilliance to the screen, making the show unbelievably intense and suspenseful, yet manages to be completely realistic, and he ACTUALLY DEALS WITH HIS PATIENTS, rather than sleep with his co-workers. Grey's is just extremely sub-par, and fails to attract any demographic other than females who've had ""every kind of boyfriend."" In other words, ditch Grey's, watch House. Period.",2007
1,"I find it amazing to be in this minority but i feel this has come from the dumbing down of television. I can understand the need for a light hearted view of hospital life. However, this show from ABC heads in that direction with almost an identical rip off of Scrubs, with narrations, musical moments, and even some of the same jokes and situations.",2006
1,I absolutely can't believe that people would watch this.,2012
1,"Imagine a Medical show where you take out the wit of Scrubs, the excitement of E.R., and the drama of St. Elsewhere, and you'll start to get the feeling of what this show is all about. From the bland acting of Ellen Pompeo, to the pseudo-indie rock (Portions for Foxes by Rilo Kiley) that blares through every scene, this show is definitely aimed at the 18-35 year old demographic who happen to have penchants for over-acting and scripts filled with melodrama. I can't get over how everyone seems to be enthralled with a show that basically comes up with the worst catchphrases in the world, AND THEN RUNS WITH THEM. Why does America tune in every week for a show that makes The O.C. look like it was written by James Joyce. Mcdreamy? Mcsteamy? Mcgag me.",2007
10,"Nothing gets better than this. Leaving work early every Sunday night to see what's up with 9PM block on ABC in HAWAII. Love to be on that edge, wondering if she is going to have her McDreamy. It makes the suspense so intense! Grey and Shepard are a wonderful duo. The cast in the show are so awesome. Remembering Patrick Dempsey in ""Can't Buy Me Love"" and now a very mature individual who achieved so much to get where he's at now. Ellen Pompeo as a very fresh face in the Primetime Segment, and many other characters as well. As my four daughters would say, ""There must be more to life than Grey's Anatomy, Mom!"" I replied, ""I have you four girls first, but now it's my time...my time for McDreamy & Grey."" They all laughed and now leaves me alone for only one hour of laughter and tears.",2006
1,"With all the bitching and childish behavior that goes on in this show anyone would expect it to be set in college, not in a hospital. With a great name like Grays Anatomy, one would expect a high premise of medical situations, procedures and indeed, the feelings of the doctors and patients within the hospital. We get none of this. Instead we get a bunch of grown adults acting like children. This is ( and should be classified as) a soap opera, not a ""medical drama"" as the network would have us believe.",2007
1,"And that word is rubbish. If you want an engaging hospital show that shows it as it is, watch Scrubs. If you want a show which maybe is dramatised, but is at least entertaining, watch House. If you want a badly miscast show (only Sandra Oh looks like she might be a doctor: Ellen Pompeo looks at least 3 years OLDER than everyone else), with overdramatised turgid plot lines, all about how dreadful the life of the special person who becomes a surgeon is, watch this.",2006
3,"Sadly overacted, unrealistic, predictable series with 10 carbon copies of one character. The surgeons & residents all stammer, grow speechless, have the same tone, similar reactions, lines, mannerisms, tears streaming down their faces... and these are doctors in a hospital. Have the show's creators and writers ever been in a hospital? It's all unheard of.",2010
10,"I Claudius was maybe the best miniseries ever. Now, there's Rome, and it's even better. ",2005
9,"HBO does it again. I got my start with the network back in 1990 with a sitcom called Dream On. From there, I have followed the yellow brick road through Sex and the City, Sopranos, Six Feet Under, Band of Brothers, From the Earth to the Moon and Deadwood (not to mention hours and hours of boxing, documentary specials and tons of movies).",2005
10,"Having watched the first three episodes, I am anxiously looking forward to seeing the rest of the episodes. All of the intrigue that was Rome is presented well, considering that no one involved lived during that time that could give accurate details on Roman life. For that matter, all historical presentations that are over a hundred years old are filled in with speculation and assumption and for that no one can discredit the attempts at accuracy.",2005
9,"Created by Bruno Heller,Rome has become one of the greatest HBO mini series of all time and certainly one of the best about Rome.It's up there with the best of them and even(I never thought it was possible)gives I Claudius a run for it's money.",2010
10,"I saw the ROME Series, Both Season 1 & 2, in a weeks time.. And the last four episodes, in one go.. Such was my addiction to this splendid series that, I am still awestruck...",2012
10,"HBO's Rome two seasons (originally shown in the years 2005-2007) covers in twenty two episodes the twenty two year period between the battle of Alesia in 52 BC and the aftermath to the battle of Actium in 30 BC (Julius Caesar's assassination in 44 BC is shown at the end of the first season and the beginning of the second season). While several plot threads runs through the series, basically the first season is about how Caesar rose to hold absolute power (defeating rivals like Pompey) just before being murdered, while the second season tell us how after Caesar's death, a struggle began between Octavian (later emperor Augustus) and Mark Antony to fill the power void generated by Caesar's death.",2012
10,"Historical dramas,as a rule, are very hit and miss. While they can look stunning most will suffer from a lack of drama. And it will always be a challenge to bring to life the movers and shakers of history accurately. Just look and Troy and Alexander.While both were visually stunning they lacked depth(Alexander) and and historical accuracy(Troy).",2007
10,"I've become so bored of mainstream television over the last decade that I now make a point of only watching series that are history-related, given my huge love of the subject matter. I missed ROME when it was first shown, but heard so much good about it that I caved in and bought the box set on Blu-ray. I'm so glad I did; believe the hype, ROME is the ultimate in costume drama.",2011
10,"This Review includes Rome: the Complete Series Parts 1 & 2. I'll begin by crowning HBO ""King of the Mini-Series"". Any doubt, just look at Rasputin, Citizen X, John Adams, Band of Brothers, From Earth to the Moon, Grey Gardens and others. Rome the Series has it all, a literate script, a superb cast, fantastic production values, unbelievable special effects, makeup and stunt-work, brilliant directing by ALL directors involved, excellent pacing and a terrific music score throughout. It is pretty much historically accurate in events and history. Even Vorenus and Pullo were actually mentioned in Caesar's writings, the only non-aristocrats who were. The grittiness of Rome and its people stands out. The lascivious, decadent society is portrayed in all its lewdness. The violence of these people is oft times shocking and gross as well it should be. No candy-coating here! The politics and lifestyles of Rome are fascinatingly presented. Standouts in a perfect cast are: Kevin McKidd & Ray Stevenson as Vorenus & Pullo; James Purefoy aptly schizophrenic as Marc Antony; Ciaran Hinds properly regal as Julius Caesar; Polly Walker schemingly wicked as Atia; Max Pirkis & Simon Woods as the younger and older Octavian; Lyndsey Marshal voluptuous and cunning as Cleopatra and Kenneth Cranham wonderfully sympathetic as Pompey Magnus. I wish I could list them all. The only negative with Rome the Series is that it does not continue on thru Octavian (Augustus), Caligula, Claudius and the rest. I really didn't want this series to end.",2010
10,HBO and BBC's co produced Rome is an outstanding series. As an Ancient History graduate one would expect me to nitpick and well take it all way too seriously but thats simply not the case! As I have studies I really appreciate it more and love the way a favourite subject of mine has been brought to the screen.,2007
8,"I should point out that I've watched only the first season (episodes 1–12), which purports to chronicle the period of history between Caesar’s conquest of Gaul, and his eventual assassination.",2008
10,"This series almost defies belief with its masterful attention to cultural detail combined with a level of accuracy that is simply astonishing for popular series or movies. One could almost believe that someone laid hands on a time machine and took the whole crew back to 52 BC for filming. Clearly, no expense was spared in the making of this series, which has all the polish and flair of a big-budget movie, combined with an archeologist's critical eye for accuracy and detail. ",2006
10,"After the excreable ""Empire"", which I think might have killed this whole genre for the next 5 years, Rome arrived to save the day.",2005
10,"WHY was this series canceled?!!! While waiting for the new season of Game of Thrones to return, my husband and I started watching Rome on demand to stave off our epic genre addiction and we Love it! We were so disappointed to find out that it had been canceled! What a shame and only 2 seasons? Why? ",2014
6,"Before I review the film, let me start off by saying that I am a fan of the Harry Potter films and have liked all of them up to this point. I'm not going to compare the movie to the book because, as most people know, they are two completely different animals. There is no way in heaven, hell or on God's green Earth that a book the size of Goblet of Fire could appropriate EVERYTHING that happened in the novel. I'm going to go by what I saw up on the screen.",2005
3,"First, the good news -- The special effects and the music in the this movie were the best yet! The underwater scenes especially were very well done. ",2005
4,"I have to say, I'm really disappointed in how this film turned out, especially in comparison with how great the book is. In my humble opinion, studios have to face up to the fact that two and a half hours is no longer sufficient to capture the scope and power of J.K. Rowling's universe.",2005
1,"There are a lot of things wrong with this movie and the part that's really wrong are the characters. 1000 words aren't enough to explain everything so I'll have to be brief. The worst character is Dumbledore. What version of him Kloves & Newell see I have no idea.. I mean, have they read the books at all? Would Albus Dumbledore, one of the greatest wizards alive manhandle one of his own students, especially his favorite student? I should think not. Would he use Harry as bait to lure Voldemort out of hiding? Same answer as above, NO. Gambon can't play him to save his life, Richard Harris could, he had the twinkle in his eyes... something that makes Dumbledore so special. Gambon just comes off as a lunatic.",2005
8,It's unfortunate that so much of the book needed to be cut for time and the movie is still nearly 2 1/2 hours long. The rule of movie editing is when you must trim for time you remove the sub-plots. A lot of story and character development isn't there.,2005
1,"The movie ran as if it were a series of highlight clips from an actual film representation of the fourth harry potter novel. Details were thrown in haphazardly, if for no other reason than to bring a feeling of recognition from readers. If the viewer had not read the book, but only seen the previous two movies, s/he would not have understood the movie. The screenwriters created no semblance complicated plot, but rather the rather single-minded story of the three tasks in the tri-wizard tournament. All new characters were hardly introduced and remained quite one-dimensional, which is unfortunate; even old favorites got the shaft in this one. There was no time for more than two short scenes with either Malfoy, no magical lessons, and Dobby the house elf was completely absent. Crouch never disappeared, but his body was found dead. The cinematics in this case were atrocious: Harry appears in Dumbledore's chambers in the scene immediately after discovering Crouch's body, but then proceeds to tell him about his scar hurting and dreams rather than Crouch's discovery. There was no magical map, no late-night encounters with Moody, no discussion of Snape and Karkaroff's relationship, nor of Dumbledore trusting Snape. Seeing as this relationship will rise to be the single most prominent issue in the entire series, I was very disappointed to find it was ignored in favor of large and ineffective theatrics, such as a hedge maze without any traps, only shifting walls and evil roots, an extremely obnoxious modernized yule ball, and a pointlessly drawn out dragon chase scene. Dumbledore's lines and the directing of his acting made him look like an old, bumbling fool, rather than the clever, most-powerful-wizard on the planet, the only person of whom Voldemort is afraid. The writers decided to add Crouch Jr. into Harry's dreams, completely removed the second house-elf and the invisibility cloak from the quidditch world cup, and had the audacity to explain that Crouch Jr. had been sent to Azkaban, but never explained his escape. Finally, the movie ended with Crouch Jr. being sent back to Azkaban. The Minister of Magic never showed up with dementors to kill Crouch, Dumbledore never argued with him about the verity of Harry's claims, and the potential for an amazing cliff-hanger conclusion with Dumbledore in all his might giving orders to Hagrid and others as a general before the final battle, was instead replaced by a horrible attempt at a eulogy combining direct quotations from the novel with poor scriptwriting to make Dumbledore out to be a poor speaker as well as incompetent wizard. I shudder to think how the next movie will have to deal with all of these plot gaps, and how Dumbledore can hope to maintain any semblance of respectability when he trusts Snape and continues to avoid Harry in the fifth movie. Much better would have been to stick with the original idea and make two movies. This movie didn't feel like it had any plot, one did not become attached to the characters, and spent the movie groaning or laughing at the contrived immaturity of it all. Some acting by Harry and friends was good, but it was overshadowed by a terrible attempt to fit everything and nothing into the movie.",2005
4,"I have to say that I disagree with almost every review posted here. I traveled for an hour to see the movie at midnight, for the first showing. I am a huge Harry Potter fan and have been eagerly awaiting the release of this film. How disappointed I was. I must say that I think that the fourth book is perhaps the weakest in the series, but it is still a good read. The movie, however, was by far the worst yet. So many important details were left out, the movie raced along trying to fit as much plot into two and a half hours as possible. Of course there was excitement, funny moments,and talented acting. But overall, the plot moved so quickly, that one barely felt any connection to the characters involved other than what has been built up from the last three movies and the book. The Yule Ball was ridiculous, and Hermione (Emma Watson) was overly dramatic. The challenges in the Tri-Wizard Tournament were rushed through and the other competitors characters were not built up. You barely know, yet alone feel anything about Viktor Krum, Fleur, or even Cedric Diggory. The special effects were great, but could not make up for the loss of the ""magic"" felt in the books and other movies. The final scene with Voldemort was well-done. Scary, suspenseful, exciting. But I must say I will not be seeing this movie again in the theaters as I have the last three.",2005
6,"Based on one of the best books of the Harry Potter series, the film adaptation of 'Harry Potter and the Goblet' had a lot to live up to and I think it succeeded. As Potter fans will know, in GoF, Harry is now fourteen and in his Fourth Year at Hogwarts. When an ancient tournament between Hogwarts and two other European wizarding schools is held that year, a Seventh Year contestant is chosen from each school to compete but things go dramatically awry when Harry, three years too young to even be entered in the dangerous and challenging tournament, is somehow also chosen after his name is mysteriously nominated. GoF is a sharp turning point in the books as the tone darkens considerably and the characters themselves change from being rather wide-eyed innocent children to adolescents thrust the turbulent, uncertain adult world where being 'good' or even an innocent will not guarantee your survival. This shift is also reflected in the film, which was rated 12A (PG13 for Americans), the first of the HP films to be rated so high.",2005
1,"A fabulous film -- if you haven't read the books. Really exciting, and nothing left out -- if you haven't read the books. However, if you have read the books, it is a complete and utter disappointment. I went into the theater thinking, 'This shouldn't be too bad,' but, after seeing what they did to Mad-Eye Moody (i.e. the HUGE BLACK STRAP) I wasn't all that thrilled. Dumbledore - completely out of character. During one scene, he actually shakes Harry and yells in others. The Albus Dumbledore of the books is a wise, calm old man, not a raging but clueless crackpot. Many things are left unexplained; such as Neville's fear of the Cruciatus (sp?) curse, and what exactly happens to Barty Crouch (senior). Of course, if you have read the book, you know exactly what is going on, but as an innocent movie-goer who has never even glanced in the books, you are left wondering. And as Emma Watson already being quite pretty, the supposed transformation when she appears at the Yule Ball is muted and almost nonexistent; it simply that she put her hair up. All house-elves are not mentioned at all. S.P.E.W. is gone (though, despite it being a interesting subject in the book, it wasn't particularly important to the story). And it is Neville who gives Harry the gillyweed, instead of Dobby. Of course, that still works quite well, as Neville is so good at Herbology. But, did anyone think that Voldemort was far too jolly? Or is that just me? 'Oh, Harry, I'd almost forgotten you were there!' Can you honestly picture that coming from the great Dark Lord's mouth? There were many other examples during that scene; it was extremely annoying. As for the Dark Mark appearing in the sky, it comes too late. The tents are set on fire (where are the people suspended in the sky?) and everyone is running. Yes, that's reason to be scared, but surely the Dark Mark appearing is far better. So, after everyone has left, who should come along but Barty Crouch Jr. Then he fires the Dark Mark into the sky, and the producer thinks, 'Oh, good. We've got that in the story; people shouldn't complain.' Nope; wrong. He fires it a bit too late. After EVERYONE has left he brings out what should have started the terror. How stupid. (And it was also disappointing when they only made one comment that might suggest who won the World Cup. I'm Irish; I would have been very pleased if they had made that a bit more apparent. While we're on the subject of Barty Crouch Jr., I will bring up that his character totally changed. Instead of being this sniveling, scared young man who calls out to his father in desperation only to have Barty (senior) say, ""You're no son of mine,"" we have him as a weird, explosive monster who comes up and licks his lips at his dad and is all, ""Nyehehehe. Hello, Father."" The 'son of mine' line only works if you make Barty (Jr.) a proper, terrified, misunderstood boy. And Sirius. Gary Oldman makes no actual appearance; how do we even know that it was him who was talking to Harry? And that was done horribly. Instead of Sirius's head appearing in the flames, we have a grotesque thing (that did not look anything like Sirius) popping out of the embers. And also, when Harry sends off his letter to Sirius at the beginning, it is clearly marked on the front to go to Sirius Black. But how ridiculous! His letter could have been intercepted, and then everyone would know that Sirius was somewhere nearby, and that someone (if they weren't one of the people who knew either Harry's handwriting or Harry's owl) was in contact with him. But, as for the acting and the special effects, it was all fine.",2005
7,"As a fan of the potter book series, I'm going to start with my opinion of the movie,and then I'm going to slaughter the adaption.",2005
1,"This is the worst conversion of book to screenplay in the whole series. From the first scene where there are characters in the movie scene that are not in the book scene, to added scenes in the storyline, to radically changed scenes in the triwizard trials, this screenplay bares only a passing resemblance to the book. The book was fine, and had plenty of drama and excitement at the needed times. there was no need to rewrite the story, only trim it down for runtime.",2005
1,"It was toooooo rushed. The length of this book should have been matched with a movie the caliber of the lord of the rings movies. It was too unfaithful to the books and left out many characters or made them too small. Rita Skeeter was barely in it, you didn't feel the evil that should have emanated from her. Plus, nothing happened to her at the end. If these movies are to be the standard for Harry Potter movies to come, true fans should be disgusted. Dobby, Winky, Ludo Bagman, Hogwarts classes in general, other students, the Dursleys, Ton-Tongue toffees, all gone. Shunted to the side was the whole graveyard scene, Voldemort wasn't scary at all, Dumbledore was almost violent to Harry. Overall, there wasn't enough time in the film to give the characters their due limelight. With Rita Skeeter not caught, no Winky, Sirius almost non-existent, the next movie will probably sink as low as this one and its predecessors. If these books are so long, the movies should be made longer.",2005
1,"At the time this film came out, I was convinced that it indicated that the longer the Harry Potter book, the worse the film. Now, with Harry Potter and the Order of the Phoenix out, I am relieved that this isn't the case -- instead, I now fully comprehend how thoroughly bad this picture is.",2007
7,"What summed this film up for me was the comments of my non-HP book reader wife and friend. ""Didn't really understand it"".",2005
9,"Mike Newell is forgiven for cutting out so much detail from the book, and JK Rowling is forgiven for writing wonderfully rich books. However, fans of the book cannot help but feel like riding a roller coaster that is so fast there is no time to enjoy the ride. I predict the huge void between book and movie will spur remakes in about 10 to 20 years. Even if the movies must be 5 hours long, Harry Potter fans are willing to sit through them. This movie doesn't get a 10 because it leaves me feeling like something is missing, but it does deserve a 9 for being the best possible portrayal of the book given a 2.5 hour limitation. All said and done, this is the shortest 2.5 hour movie I have ever watched.",2005
1,"If you read the book the movie sucks. What happened to the whole Rita Skeeter scandal? What happened to the Hogsmeade trips and visiting Sirius? What happened to the Weasley's coming to watch Harry and Fluer meeting Bill? What happened to the tournament winnings that Harry gave to Fred and George? What happened to Dumbledore explaining the fact that Harry and Voldemort's wands had the same core, and that the feather came from Fawkes? Why didn't they play out Ron and Harry's fight better? What happened to Viktor talking to Harry about his feelings for Hermione? Where was Dobby? Why didn't Harry see Barty Crouch Jr. sneaking into Snape's storage? Why didn't Harry ask about Neville's parents? Didn't Belatrix Lestrange torture Neville's parents?",2005
1,"first off this was a sloppy fast tracked Hollywood (get it out for the holidays) project . if you read the book or listened to the audio book you would know what i mean. right from the beginning it is wrong no tavern scene , harry wakes up at at ron's house from the dream ? no durdleys no fireplace pickup to take harry to the world cup . no house elfs liberation front no actual showing of serious black . i understand that to make this book a movie it would have to be 5 hours long but honestly the dragon scene is nothing like the book you never see anyone but harry fight a dragon. Harry's dragon scene was added to not like the book the dragon does not land on a roof or chase harry through the country side ... I hope when you see this movie you buy the book and read it cover to cover i guarantee you a much better experience . of all the books and movies this one leaves the most out . and to see dumbledoor running around like a nervous idiot is just wrong . trust me if you are a true fan you will be extremely disappointed like i am . get peter jackson to do the rest of the movies (someone with attention to detail )",2005
5,"I went to see this movie this afternoon and to be honest i was expecting disappointment as happened with the other three potter movies but i wasn't quite expecting what i saw. I am a lover of the books and have read them all many (10+) times (ex HBP) and hate it when important bits of the plot are cut. I think in terms of effects and general film making the film was good, the acting from the majority of the cast was also excellent, however i feel that the movie moved too fast and didn't really explain what was going on. If you've seen the trailer you have pretty much seen the movie. Much of the Plot involving Rita skeeter was cut (i think we only saw her twice) which i find very disappointing as it sets up the fifth book and the ""harry is crazy, look at what was said about him in the prophet last year"" plot. One surprise for me though was Mad-eye-moody, after seeing the trailers and photos i was dreading him being played as a joke character with his mad eye but i was very impressed with his character and performance although i did notice the lack of CONSTANT VILIGANCE. Overall i think this movie could be used as a 'look what i can do with my computer' movie. In my opinion if you want a good plot and more than one comprehenseable storyline you should go read the book.",2005
7,"Now mind you, I love Harry Potter. However, I can separate film from book and enjoy a film on its own, dealing with some differences here and there.",2005
1,"this movie was horrible. all that you get from it is a very basic plot outline. there are huge time gaps, changes in scenes, and total disregard for what happens in the book. all of the subtle nuances that make the harry potter series great are missing from this movie. some scenes are completely changed from the book. the horntail scene, world cup scene, and many many others are completely redone. this being said, there were some impressive CGI effects done. the world cup stadium, though they do not seat harry and his friends in the correct place, and do not show the match its self (which was personally very disappointing, because i had been looking forward to seeing the match quite a lot) is, as a CGI work alone, very impressive, as is the maze at the end. despite these minor interesting details, the majority of the movie is very poorly done in relation to the book. accordingly, this is easily the worst of the four movies released to date.",2005
6,"-=-=-=-SUMMARY: The movie leaves a lot to be desired. It nails its dark ending, but the rest of the film is disjointed and without substance. Why? It puts a little of everything in, rather than a lot of a few things. ""Star"" characters Krum, Fleur, Cedric, and Cho get the shaft in a big way -- but at least it looks pretty?-=-=-=-",2005
7,"First of all, I must mention that Goblet of Fire is my favourite Harry Potter book, and so I expected great things from this movie. And great things I did get, but they were entirely unexpected.",2005
1,"TO be honest, this was my favourite book of all of them so far and frankly i was shocked at how terrible it really was. For gods sake will you choose a SUITBALE Dumbledore?? Its really depressing to see a wannabee actor playing the great wizard. All the good parts were missing from the book!! We didn't see David Tennant have his soul sucked which was rubbish, for goodness sake, get it together with amateur acting man!! I wasted my money and I certainly won't be buying this twaddle on DVD. I hope they pick it up for the next one as I immensely enjoyed ""The Order Of The Phoneix"" and its structure. I advise anyone with a likeness to the book, PLEASE Don't SEE IT!!!!",2005
7,"This just goes to show that these films are merely based!!! on the brilliant series that is the Harry Potter books. Again Fair play to the actors, they have matured and acted better than ever in this film and i thoroughly enjoyed Rupert Grints portrayal of Ron, for me it was him who somehow kept me in the cinema and reminded me of some of the brilliant scenes in the book. The first problem with this film is that almost the whole film is dark and disturbing, like the last half hour of the prisoner of Azkaban. there are hardly any light fun moments, any that were, were cut from the film. for example, Dudley's huge tongue after eating Fred and George's sweet prototypes for their future joke shop.",2005
10,"Harry Potter and the Goblet of Fire - Harry (Dan Radcliffe) enters his fourth year of Hogwarts and is entered into the incredibly dangerous Triwizard tournament by an anonymous stranger. All hail to Mike Newell, the director of this masterpiece! The movie forgoes the happiness and frivolity of the previous movies and replaces it with teen problems (done very funnily of course), epic action sequences and hilarious British humor.",2005
10,"It sickened me in the past to see the Batman movie franchise slowly digging it's way to an early grave. After the quality Tim Burton films, the series pretty much went down the toilet, beginning a horrifically campy age of 'Bat credit-cards' and an armored Arnold Schwarzenegger tossing cringe-worthy puns at a Batman who seemed to be trying not to be embarrassed by the fact that his costume had nipples. So what could Warner Brothers producers hope to do to resurrect the franchise? Pretend it never happened, and start the whole series over again with a talented director, compelling story and capable cast. ",2005
10,"Christopher Nolan (and cast) have pulled off what I hadn't dared to dream - a Batman every bit as good as Burton/Keaton's vision - and eradicated the camp, feverish memories of Clooney, Kilmer and (cough..) O'Donnell.",2005
10,"I had fearful reservations about this one. I loved Tim Burton's Batman - 12 years old when it came out I was the perfect age for it and I also enjoyed Batman Returns. The franchise went so wrong under Joel Schumacher that I wasn't sure I wanted it resurrected. Not least because Batman was one of the few comics I read and enjoyed as a kid and was always my favourite superhero. I grew up reading the comics, watching reruns of the Adam West TV show and then getting Burton's celluloid vision. I was spoilt for choice as a kid but as an adult now I was concerned revisiting the franchise, especially given Warner's record over the last decade of screwing up summer blockbusters with potential all over the place (dare I bring up the Matrix sequels?)",2005
8,"Finally, after the previous 2 outings of the caped crusader, the Batman franchise is back on track. Having been a big comic collector over the years and a long time fan of the Dark Knight, I was especially disappointed by 'Forever' and 'Batman and Robin'. To me, these film lost the essence of what drives Bruce Wayne to do what he does and turned Batman into more of a pop star than misunderstood hero.",2005
10,"I got a chance to see 'Batman Begins' just this past Friday evening. I must say that before seeing the film, I felt in my heart this is the 'Batman' film we've been waiting for. Within ten minutes into the movie, I turned to my date and said to her, ""This is it! This is the movie!"" I just can't believe that after all these years, Warner Bros. finally got it right. For me the most intriguing part of the film, apart from the great script, and great acting, was Christopher Nolan's decision to base the film in reality. Deciding that Batman could really exist in our universe and our world was a stroke of genius. Another aspect of the film that's so refreshing is that instead of the focus being on the villain, Batman is the film's star. And rightly so. It's amazing what can happen when a studio leaves a respected director, and the creative team alone, and allow them to make the best movie possible. The only two negatives that I can think of is Katie Holmes and the fight sequences. Holmes does indeed look like a teenager playing grown-up. Her performance isn't bad per SE, it's just that you really don't buy her as an Assistant D.A. As for the fight sequences, I felt the cameras angles were too tight on the action, edited too quickly, and lit too dark so that you really couldn't tell what was going on and determine who was hitting who. Maybe we can attribute this to the fact that Nolan is not an action director. Hopefully the next film will open up the fight sequences so we can actually see Batman use the martial arts skills he developed during his exile. But apart from those relatively minor quibbles, the film is excellent, and I'm definitely going back on opening day June 15th, and seeing it a second time. A third and fourth viewing is definitely not out of the question.",2005
8,"I've just come back from a preview screening of Batman Begins. I went in with low expectations, despite the excellence of Christopher Nolan's previous efforts. Talk about having your expectations confounded! This film grips like wet rope from the start. I won't give away any of the story; suffice to say it mixes and matches its sources freely, tossing in a dash of Frank Miller, a bit of Alan Moore and a pinch of Bob Kane to great effect. ",2005
10,"This film easily trumps any live-action incarnation we've scene of the Dark Knight before, borrowing heavily from both the comics and the Dini and Co. animated series. This is a hard, fast, driving, heartfelt epic that draws you into the character of Bruce Wayne and makes you damn well care. Batman doesn't play second-fiddle to the villains here like in the other films. It's his movie and that's the way it should be.",2005
