Rank,Review,Year
7,"So they're back, for a third time, after Ocean's Eleven in 2001 and Ocean's Twelve in 2004. First they took out three of Terry Benedict's (Andy Garcia) Las Vegas casinos at one go with a smart and clever plan in Eleven, then they had to pay it all back with interest to Benedict in Twelve by staging a different theft, now in Thirteen the team of eleven are back to casino stealing with a little help from again, Benedict.",2007
8,Normally the sequel to a movie is a let down. Especially if the first part was really good. I think that's what's happened with Ocean's 12 for many but l hope this doesn't mean that they won't be watching '13'.,2007
7,"Have you ever watched a film while multi-tasking? Well if you have, you should do it again but this time put on Ocean's Thirteen. I would not describe myself as a fan of the Oceans' movies but I have pretty much enjoyed all of them. In light of that though this is the worst one of the series.",2009
10,"I was a huge fan of Ocean's Eleven, it was smart, witty, funny and in my opinion the best remake I have ever seen. The great cast and the smart dialogue just made it a pleasure to watch, leading my expectations to reach phenomenal levels before seeing its follow up, Ocean's Twelve. So perhaps that is why Ocean's Twelve seemed such a let down, my expectations were to high. As a result of this originally my expectations for Ocean's Thirteen were horribly low, I contemplated not even seeing it at one point. However after re watching Ocean's Eleven, I decided to give it a chance, perhaps Soderbergh at made an effort this time, perhaps it would reclaim the glory of the original movie. Thankfully it has not only reclaimed my respect for the series, but also produced, in my eyes, the best entry so far. The return to Las Vegas has also seen a return of a great script, a plot that is followable, decent jokes and also just a sense of fun that Ocean's Twelve was sorely lacking. In many ways this makes up for the mistake that was the past movie, this is the sequel we should have had. In actual fact, apart from maybe a couple of details, this movie has next to nothing following on from the second movie. This is a good thing as it allows more people to see the quality first movie and then not have to worry about seeing the horrific second one before seeing the best of the series.",2007
2,"I've never been a fan of the Ocean's series. I saw Ocean's 11 & found it to be a drab affair without a good script .George Clooney was the only guy who held that movie together. This is why I chose to avoid Ocean's 12. But when Ocean's 13 was about to release, I was really excited because it had Al Pacino in it. Alas! Even he could not save this movie.",2007
2,The Ocean (Clooney) plan is to take down Willy Bank (Pacino) who forces his one-time casino owner-partner (Gould) to give everything up to Bank.,2007
9,"Danny Ocean and his Eleven are back in Las Vegas. This time, Danny tries to talk sense into Willie Bank, the owner of a series of highly rated ""5 Diamonds"" hotels who double-crossed one of Eleven, Reuben Tishkoff (Elliott Gould), on a hotel deal causing the man a heart-attack and coma-like state. After the ruthless and arrogant Bank suggests that Reuben ""rolls over and dies"", Danny and his team decide to take the Bank's stunning new casino out of business on the big opening night. ",2007
9,They are back and now there are 13...,2007
6,"Since I am a fan of the first two movies I expected a funny and thrilling film. What carried the viewer through its predecessors (great retro design, music etc.) now isn't enough for a really good movie. The story itself could be summed up too quickly. The preparation for the big thievery starts almost from the beginning of the film and it's justification is really poor. What can be really enjoyed are the colorful visuals and a bunch of stars that seem to enjoy themselves. All this prevents a worse vote. To me it seems that Hollywood is running out on ideas at the moment. Sequels are obviously attractive from a financial point of view but bear the risk that they are produced and conceived not careful enough.",2007
6,"Again the Danny Ocean bunch with the biggest heist of all . Reuben (Elliot Gould) suffers a heart attack for a treason and as revenge Danny Ocean pull off a plan introducing the schemes for a new robbery venture and gathering the eclectic group for a new caper . This time , Benedict (Andy Garcia) agrees with Ocean backed by his motley gang to execute it , the group is the same people (Brad Pitt, Matt Damon, Don Cheadle, Scott Cahan, Bernie Mac, Casey Affleck , Carl Reiner, Qin) . Their objective is the ambitious Willie Bank (Al Pacino), owner of a luxurious Las Vegas hotel . He turns out their victim along with the hot woman manager (Ellen Barkin) . The crew back in action , in the inauguration day . They blew all the light , shutting off the electrify and provoke an earthquake on the hotel . The thirteen men team headed by mastermind George Clooney attempting to rob the game-table , jackpots from hotel casino proprietary of mogul Pacino , executing simultaneously . We never met a band like Ocean's thirteen . This rendition gets one of the greatest entertainment of the trilogy .",2007
4,"I was waiting for ""Ocean's Thirteen"" with a lot of excitement since George Clooney is one of my favourite actors but I was absolutely disappointed when finally watching the movie. Although the actors played very well, the plot was weird and it was hard to follow the story. To make it even worse, although it was said that the ""job"" was literally impossible everything seemed to be too easy and just a matter of money to be spent. The audience never had the impression that Danny and his buddies really had to struggle for their mission's accomplishment.",2007
3,"Looks and rolling of the eyes, Oprah and all the rest. This guys are very questionable and I don't mean because they steal. They steal in a very civilized way, almost with a prim kind of detachment. George Clooney, which I love, is starting to look oldish and very feminine. was this on purpose? Brad Pitt is always chewing something and is always so close to Clooney that they could become a duo if not a pair. Matt Damon tries a nose but it won't have the repercussions of Nicole Kidman's. Here the nose is strictly four laughs and it almost succeeded. Ellen Barkin looks smashing for a woman of ""her age"" and rich, she looks rich. Andy Garcia walks through it well dressed and trying to cling on to something. His Oprah interview got me to laugh a little bit. Al Pacino, well, I don't know what to say. I'm not saying he should be angry with his director but should sue the Director Of Photography. At times he looked like my late aunt Margo. What was that? Listen, I'm not being facetious. I'm just treating the movie the way the movie treated me. Moronically. I got tired of seeing this rich actors make more money. This was my last Ocean, no matter how many more they throw my way.",2007
7,"Just got back from from watching this and I'd have to say it's probably the best film I've seen in about six months. It definitely cheered me up after that disappointing Spiderman sequel. Don't get me wrong Ocean's 13 is not quite as good as 11 but it's still a good watch (Big improvement on the second one). The absence of Catherine Zeta Jones and Julia Roberts was a bit of a surprise, but I doubt their presence would have improved the film greatly. The addition of the great Al Pacino was definitely a big positive and as usual he played his role well and brought a lot to the film. The action sequence were well done, there are quite a few funny segments in the film involving some pretty hilarious disguises. The camera work and techniques are excellent. The story was a big improvement on O-12 but I agree with what I read in another review, that it definitely lacked the suspense of the first one. Nothing really happened where the whole plan went to cock and they had to quickly come up with an even more ingenious plan or else all was doomed. It was more like, oh no somethings broken, what do we do? I know, lets buy a replacement, Phew! Apart from that, everyone played their roles fantastically, with the exception of maybe Eddie Izzard who I think was a little off character, which I found disappointing because I really enjoyed his short part in the O-12. In summary I'd say; Room for improvement, still a really good film, definitely worth the price of admission.",2007
5,"Ocean's Thirteen was better than Ocean's 12. That isn't saying much since O12 was horrible. O13 was a tad better. Al Pacino helped by creating a character who was believable and entertaining. Ellen Barkin was terribly miscast. Her role would have been played better by some riper, younger actress. Brad Pitt look very please with himself and George Clooney avoided being too smug. Neither were all that entertaining and the movie focused on them most of the time. I thought the movie was slow. The caper consisted of solving a series of problems in rigging all of the gambling at Al Pacino's casino. The rigging was accomplished with a bunch of unexplained, magical devices. It felt more like Wily E. Coyote's Acme products than actual plausible products. The mine digging machine was ridiculous. It was way too fantastical to be believed. The rigging of the diamond prize was clever and believable. The trouble with sequels is that the characters are not developed further but are just referred to in a kind of role shorthand. The whole screenplay was a shorthand version of a caper movie. The Ocean story is that these really clever guys have to rob an entire casino against great odds which they accomplish with neato devices and tricks. This movie followed the outline but failed to develop the robbery techniques beyond magical Acme devices. How did pouring powder in the dice raw material actually make the dice roll over by pressing another magic device? It wasn't engineering it was magic. The movie required one to suspend too much belief in reality to make the caper work. A drilling machine in the middle of a major city, that breaks and has to be replaced in a day, and bores a huge tunnel under the city with no one noticing. Come on! It would take months for a team of engineers to accomplish the task of just getting the machine started. The caper just didn't work. The ensemble casting wasn't an ensemble. It was three stars with other people around. The acting wasn't terrible but just egocentric. Wait for a dark and stormy night and rent it.",2007
1,Even an all-star cast can't save this misery of a movie.,2008
4,"Too much talk, no action, no humor, no good enough plot and not big enough ending. You keep watching and expecting something really big to happen to make a climax, but suddenly you realize it's the ending. A real disappointment concerning the big names involved and the great acting.",2007
3,"Everyone who's buying a ticket for this movie (like me), obviously liked the two first. And if you did that- well, you still will be disappointed.",2007
3,"We went with a group of 8 people to watch the movie and all of us were disappointed. Why? Despite the fact that some great actors come together, the story line is extremely predictable and boring. No real surprises and the characters are so one-dimensional that it feels more like watching a cartoon movie. The director missed a huge opportunity getting all those big actors together. But it seems that screen-play just did not have enough substance for 90 minutes. What I found frustrating was that at some points the story line was not logical. This is a typical movie one should watch on a trip in the plane or get it from the video store to watch it at home. Do not waste a beautiful Saturday night with your friends in the movie theater watching this movie.",2007
3,Who would let ANY of these guys into a casino ever again? Nobody. Who would be able to get a Chunnel tunneling machine beneath the Vegas strip undetected? Nobody. Those facts in and of themselves make this movie a sham. But willfully suspending disbelief of that- O's 13 has plenty else to make it implausible in the extreme. And plenty less to make it fun to watch.,2007
1,"Last Friday I went out with a friend of mine. He fall asleep. I was watching the movie and thought: 'Can anybody tell me what is this about?' The characters were like robots, there happened nothing. Nothing to laugh, nothing to cry, no tension at all. The movie was boring. The clichés could be thought by a child. The hotel ranking man couldn't entertain me at all. Unbelievable that a top actor like Al Pacino decided to cooperate with such a bad movie. He can perform much better. Hollywood, please stop this awful Ocean's experiment, go and make exiting movies please!! Make thrilling movies that make you sit at the point of your chair!",2007
6,"When I visited the Warner Studios in Los Angeles last year, my family and me had a tour; the guide was explaining to us that most of the stages, at that time, were being used for the movie ""Ocean's 13"". I recognized the Bank Casino in the film; I saw it when they were constructing it. My point is that if they were using all these stages for one movie, it involved big money, big production. Was all of this money unnecessarily spent? No, because they're getting it back with interests.",2007
10,People did not like this movie for a simple reason: too negative. I can understand that this movie is so depressing in so may ways. ,2008
9,"The year I was born was the same year Predator and Robocop came out. When I was finally old enough to appreciate films, Little Nicky was in theaters. I know, believe me, I know; rocky start. And often I would watch older films, or specials on older films, and be dazzled. You know the ones. Remember when they made Spartacus? Remember sitting in the movies and watching Gregory Peck play Atticus Finch in To Kill A Mockingbird? Remember the first time you heard ""I could've been a contender"" through theater speakers? Well I sure as hell don't. But I'll tell you what, now I feel somewhat caught up. Let's begin with the obvious. Daniel Day Lewis. No one's arguing about this. The man is a veritable God among ants on the screen. He takes his role by the reigns and I don't doubt him for a second. In fact, at times, I was downright afraid of the man. Lewis gives what is easily, EASILY the best performance of the past five years. But let's get serious about it. Lewis' Daniel Plainview is the most convincing, awe-inspiring, and downright mortifying character to take the big screen that I can remember. Here, perfectly in his element and at his best, Lewis could go toe to toe with Brando and Kinski, playing a part that oozes enough skill and pathos to earn him a place among Hollywood's, and perhaps the world's, greatest performances of all time. He gives those of us who missed out on the craft, depth of character, and technique of classic cinema a chance to admire a tour de force portrayal of a memorable, identifiable, and completely despicable character, and it's so damned refreshing that I can't stop singing the man's praises. Paul Dano has been taking a lot of fire for this whole thing. People continue to spout their disapproval of the film's casting, saying that Dano has no business rivaling the seasoned Lewis on the screen. Listen, lay down your swords a minute and consider the obvious. The guy was cast opposite the performance of the decade, he's not going to outshine Lewis and you'd be crazy to expect him to. In fact, I think that he and Lewis' back-and-forths are the films highlights, as we see the juxtaposition not only in the characters themselves, but also in their acting techniques. And the cinematography? Welcome to the old days of film. The glory days of Hollywood. Anderson gives us one of the most beautifully shot and directed films in recent memory, truly at the top of his craft on this one. Every moment feels more epic than the last, until the film becomes such a towering cinematic spectacle that the end leaves the viewer exhausted. It's truly an experience not to be missed. Yeah, we missed out on A Street Car Named Desire. And Casablanca isn't gonna be in theaters again any time soon. But in the meantime, There Will Be Blood is just about as good, and will likely haunt our generation as much as the Hollywood studio epics of the past...",2008
10,"The world of cinema has seen and marveled a plethora of phenomenal performers, who over the years have entranced billions of viewers globally with their guile, grandeur, subtlety, eloquence and idiosyncrasy, but I dare say that none of their performances can match Daniel Day-Lewis' portrayal of Daniel Plainview in There Will Be Blood, for sheer ruthlessness, panache, eloquence and cheek. Being the chameleon that he truly is, Daniel Day-Lewis incredibly musters up all his prodigious talent as an actor to conjure up his misanthropic alter ego, Daniel Plainview, whose perpetually smirked face bolstered by his malice filled eyes makes him one of the strongest and the most fascinating characters ever caricatured on the silver screen. Daniel Day-Lewis is at the top of his game and virtually unstoppable as Daniel Plainview, a portrayal that not only resuscitated him as an actor, but also established him as someone who wouldn't leave a single stone unturned to bring his character to life and perhaps it is this very attribute that has helped him in his endeavor to be the absolute best at what he does. ",2009
10,"PT Anderson delivers perhaps his best work with ""There Will Be Blood"". Unlike ""Magnolia"", the film's daunting runtime is not very daunting whilst watching it. All acting in the film was solid, even the work of the child actors. Daniel Day-Lewis in particular delivered a truly phenomenal performance, capturing the power of greed, fear, insanity, and comedy simultaneously, at many points throughout the film. At no point does the time period distract from the power of the film. Sometimes period pieces cannot be appreciated because they delve too deep into historical details -- turning the experience into more of a documentary than a narrative set in the past. This is not the case for ""There Will Be Blood"", as human interactions are the focus of the film. Johnny Greenwood's chilling score is very strong, benefiting from the elegant minimalism that he show's in the band Radiohead. The cinematography is also spectacular. Robert Elswit beautifully captures the essence of the environment and the tension amongst the characters. All in all, this is truly a perfectly crafted film.",2007
9,"Who is Paul Thomas Anderson? There is something about him that does't belong to this earth. That could be a compliment or not, it's all up to us. That's what make his cinema so damn unique. At the end of the day it's all up to us. But the abrasive way in which he visits universes and throws his views to us is so powerful, so arrogant, so enthralling, so infuriating that the experience leaves you baffled and suspicious. but also enchanted, transformed. Here, Daniel's saga could very well be the saga of a Hollywood maverick. So little time for sentimentality. Daniel Day Lewis seems to understand it all and he adds his unmistakable humanity to another monster, after his butcher in Gangs Of New York. His performance goes beyond anything we've seen recently anywhere. From Upton Sinclair to Paul Thomas Anderson via Daniel Day Lewis an unmissable work of art.",2008
10,"A few months ago I saw the trailer to There Will Be Blood, at first I was a little put off, it looked very strange and a typical drawn out drama. But then a little later, I saw a different trailer that was much better and looked more interesting. So now it had all this hype and is now nominated for 7 Oscars, including best picture, finally it came to theaters in my home town and my mom and I just saw it. Now, I'm just going to get a complaint out, I think this movie was still a little drawn out, it kind of took on a Kubrick type of feel with the first twenty minutes that had no dialog. But that was the only thing that threw me off. While I'm not as in love with this movie as much as everyone else is, There Will be Blood is going to be a sure classic down the line. The direction, the acting, the script, the sets, everything about this film was done beautifully and shows the utter greed and madness that can turn men into monsters.",2008
10,"What is evil? What is hate? How low can an individual go with one's actions and still be considered human....? These, quite possibly, are the biggest questions raised in There Will Be Blood.",2007
4,"With all of the hype surrounding Daniel Day-Lewis' performance (he was, in fact, given a Best Actor nod from the San Diego Film Critics Society, for whatever that is worth) in the P.T. Anderson-directed tale of early American oil speculation, ""There Will Be Blood,"" I can only relate my extreme disappointment.",2008
10,"If Daniel Day-Lewis doesn't win an Oscar for this performance, there is something horribly wrong. His performance and this film were amazing. I don't give this kind of accolade out generously. I was at the screening at the Chelsea West. We waited outside in the cold and rain for a good two hours to get in there and get some good seats and I can honestly say, I would have waited double that amount of time. Enough of my rambling though. In regards to the film itself; it was very well done. The cinematography was amazing as well as the set design. As usual, PTA gives us a flawless script with terrifying, humorous, and compelling dialogue. All of the acting was spot on. Paul Dano played the role of a two-faced, maniacal, and power hungry preacher. The young man who plays H.W. Plainview was also very solid. As PTA stated during the Q&A last night, he seemed to know everything about the story and his character and seemed to be a natural. Daniel Day-Lewis. Need I say more? He was breathtaking in TWBB. Amazing is all i can say. You will need to see the film to see for yourself. Some may become bored with the film at times, which is what i gathered from the people sitting around me. I had no problem with the ""slow"" scenes, but the general public may have a problem grasping this film. If anything, this will be the reason if it gets snubbed at the Oscars.",2007
10,"exhilarating, suspenseful, chilling and beautiful.",2008
3,"I like Upton Sinclair and I like Daniel Day Lewis (DDL) (esp. impressed with Gangs of NY), but this movie is a flop in so many ways I can't recount them all here. Generally. it suffers from a deeply flawed screenplay and what I would presume to be the misdirection of DDLs considerable talent. In roughly 2.5 hours, the movie does almost nothing to either account for or reveal in any particularly interesting way the moral bankruptcy of Plainview. Insofar as DDL's performance is concerned, it is particularly overacted at the scene of his baptism, when his overt contempt for the proceeding could not be more apparent. While we can sympathize with his plight and laugh with his sarcastic murmurings, it is simply unbelievable that such a manipulative person in desperate need of the critical lease for his pipeline wouldn't at least fake the requisite sincerity, especially as we know the Plainview character is a capable performer and has a history of doing so. The 30 minute over-dramatized coda explains nothing and adds nothing and thus the movie's conclusion is abrupt and unsatisfying. We already knew that Plainview was brutish and that Eli Sunday was a fraud. Some better explanation for the distance between D Plainview and H.W. would have been welcome, but none was offered.",2008
3,"First off, I'd like to say that I have enjoyed most all of PTA's films. I loved Boogie Nights, thought Magnolia was an ambitious, but not great picture, and thoroughly enjoyed Punch- Drunk Love. I, like many others have eagerly awaited Paul Thomas Anderson's latest film, There Will Be Blood. In fact, I drove almost 120 miles and waited 2-3 hours in line to see it, as that was the closest showing of it. I bought into all the hype, read almost every review, watched any and all interviews of it that I could, expecting a ""masterpiece"" as so many IMDBers put it. People even had the audacity to say it's one of the best films of the decade. Some big words and shoes for a film to fit. ",2008
1,I viewed No Country for Old Men twice and thought it was one of the best films I've ever seen. It was time to see another film so I read some of the reviews here on IMDb. There will be blood had nothing but great reviews and was getting awards and nominations like No Country for Old Men so I figured I had to see it. It wasn't available to see locally for a couple weeks and I unfortunately didn't check the reviews again before going to see it yesterday. I'm seeing bad reviews for this film now and I can understand after seeing the film.,2008
1,"Hi. How's everybody doing? I just saw 'There Will Be Blood' last night. I don't like the idea of spending my whole life on the internet on message boards discussing trivial aspects of pop culture, but I felt compelled to issue a warning about this film. Critics seem to like it. Oscar nomination folks gave it a nod. Even more so, the pseudo-critic/'we derive personal validation of our innate human desire for creation and creativity by attaching ourselves to the works of others like leeches"" folks really really liked it.",2008
1,"I heard about the reviews for this movie and my husband and I set out for a good movie afternoon. The opening scene is a beautifully shot red rocky landscape with green hills and a stark blue sky, the soundtrack is not a soundtrack but a screeching sound reminiscent of fingernails on a blackboard. I nearly left then and should have. No plot, no female characters, Daniel's son is a wooden puppet who barely speaks and at times I held my hands over my ears to block out the horrible, excruciatingly loud, obnoxious soundtrack. It was so loud, much of the time you could not understand the actors. Now what's the point in that? I wondered why we came, then figured it out. ",2008
3,"Being a huge fan of Paul Thomas Anderson, my expectations were high for this flick, but alas, it did not deliver. Brilliantly directed by Anderson, with a phenomenal central performance by Daniel Day Lewis, I think the problem with the film is at a fundamental and conceptual level. The work is ambitiously themed, but Anderson hasn't taken the timeor perhaps didn't have the desireto draw us into the story or the characters. Magnolia was an epic, ambitious work also, but it was on a human scale, and Anderson never seemed to be reaching for his effects. There Will Be Blood is another matter: it's all reaching, but it comes back empty-handed. Based on Upton Sinclair's novel, the film tells the tale of oil man Daniel Plainview, a man without substance, and apparently without heart or soul, driven by mysterious forces (forces that are never revealed), whose only passion is for oil. Plainview doesn't appear to be all that interested in profit, even, and although he is a ruthless businessman, the impression the film gives is that this is more a point of principle than actual greed. We are never given a clue as to what might be behind such a principle, however, or behind the character's stubborn, almost inhuman drive.",2008
2,"The idea that this film is one of the top 250 of all time (let alone top 25!) is preposterous. This is the first review I've submitted, and I do so because I feel compelled to express my outrage that a movie such as this could garner such a high rating, and may by itself destroy whatever credibility the ""250"" list may have retained.",2008
10,"Just so you know where I'm coming from... I think Magnolia is one of the most overrated films I've ever seen. But this... This is a damn Kubrick-level masterpiece. Flawless. Saw it from a folding chair in a overflowing theater at the Alamo's Fantastic Fest in Austin - there were moments where I'd look back and see every jaw in the room dropped. Its less overtly political than I imagined - more about the psychology and emptiness of the lust for power. See this as soon as it comes out - this is going to cause a ruckus (especially coming out on Christmas, Jesus!), and its much better if you don't know what to expect. Except for blood.",2007
10,"There Will Be Blood is a story about greed, religion and vengeance due to the discovery of one of nature's riches: OIL!",2007
1,"I too went to see this movie because of all of the gushing reviews and nominations. Not only do I want my $11 back, I want the two and a half hours back! As far as a compelling story, there is nothing there, there: We have this amoral evil guy, who continues to demonstrate that he can be evermore amoral and evil. For 2.5 hours. We live in a world of that, why would I want to pay good money and my time to see that?",2008
3,"I was greatly disappointed by the film. While Daniel D. Lewis's acting is rather impressive, the rest of the movie is disappointing and it's not clear what the movie is about.",2008
1,What is this thing doing in the top 250? That fact alone forced me to register and comment on this movie.,2008
4,"I can say that 'usually' I am pretty on par with what the general public think of a movie although I have been known to stray my own way with certain films but I am still blown away in reading all the reviews for this film which would have someone believe that this is one of the best films of the year...an opinion shared overwhelmingly with the Academy who has bestowed numerous Oscar nominations on this film so let me be the first to say that perhaps my opinion is not right this time. However, it is my opinion and I was blown away by how truly outrageously BORING and misrepresented this movie is. I don't consider myself unintelligent by any means. I think I can certainly enjoy a great intellectual, artistic picture, and I DO love a great historical epic but I had seen the previews for this film and they represent it completely different than what the film is. There Will Be Blood should have been titled by its origin of work which was ""Oil"" because that is the only thing this film is about. I get the title...its rags to riches, pulling himself from the very bottom through turbulence and trials and ends with him losing his mind basically but my god it takes him a long time to get there and everything in the middle is as boring as the sand around him.",2008
