Rank,Review,Year
10,"Joel (Jim Carrey) is a rather milquetoast man who meets up with free spirit Clementine (Kate Winslet), and they become romantically involved. However, they endure a messy breakup and Clementine goes to a business called Lacuna, Inc., where she has all of her memories of Joel erased. Not wanting to be left out, Joel also goes to have his memory erased. However, soon after it begins, Joel realizes that he wants to keep the memory of Clementine, so he tries to reverse the process.",2005
10,"Here's the basic plot. Clemintine and Joel have a long, rocky relationship. Clemintine decides to get Joel erased from her memory, so Joel decides to do the same, only while Joel is in the process of the erasing, he comes back around to the really sweet, nice memories, and realizes that he wants out of the procedure. Now here's what I thought about it. ",2004
10,this is my favorite movie of 2004 and definitely one of the top in my all-time favorite lists! ,2004
10,"I had no idea what Eternal Sunshine of the Spotless Mind was about until the end of March. I had heard some small rumblings about it around the Internet for a few months, and also saw a few short TV trailers for it, but that was about it. Basically, all I knew was it was another dramatic Jim Carrey film, written by the same guy who wrote two of the weirdest and somehow great films to come out in a long time, Being John Malkovich and Adaptation. But does this film succeed to be just as weird yet excellent as the other two? Or is it even better? A big yes on both counts would be highly appropriate.",2004
10,"That is the question underlying this entire movie, since two-thirds of it is the process of elimination of a man's memories in order to forget the person who caused him some hurt in the recent past.",2005
6,"""Eternal Sunshine of the Spotless Mind"" may be a contender for most pretentious movie title of all time, but at least the film is not as bad. Actually, it has a couple good moments and Kate Winslet delivers a serious contender for career-best performance. Nice to see her nominated for an Oscar here. Jim Carrey is not on the same level, but still very good and it would have been nice to see him nominated too. For anything. What a joke the Academy has still not nominated him for his many great performances. Unfortunately, this is also almost all positive I can say. The film was directed by Michel Gondry and also written by him together with Charlie Kaufman. The duo won an Oscar for the film's script. I certainly prefer Gondry's ""L'écume des jours"".",2016
9,"""How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each prayer accepted, and each wish resigned."" - Alexander Pope Is ignorance truly bliss? And if you could erase a person, what would the consequences be? ""Eternal Sunshine"" answers these questions, in a way that most Hollywood movies could not. Michel Gondry and Charlie Kaufman have created one of the most original, touching, funny, and unique films of recent years. It explores the mind and the heart, deeper than other movies have dared to do.",2005
10,"There's absolutely no way I can write about this film without a spoiler, as I think, judging from the comments written up on this site, many seem to have difficulty following the plot. As a general guide, if you're having difficulty following the chronological order of the scenes, it's necessary to follow the changes in color of Clementine's (Kate Winslet) hair. It starts off green, then changes to orange and finally finishes up blue. In the film though, it starts off blue, then goes to orange (the predominant color), then green and then back to blue.",2005
10,"Eternal Sunshine of the spotless mind is a love story about two lovers who undergo a procedure to erase each other from one another's memories, but when they meet after their memory is gone, there is something strange still drawing them together and it is also during that memory wipe that they realize how precious their relationship really was.",2014
1,"This is the filmic equivalent of being stuck in a room with someone who thinks they have the most emotionally upsetting life imaginable and is doing everything in their power to persuade you they are truly tortured and pitiable. By the end of both experiences you just want to go home and feel utterly relieved you aren't so arrogant. Or you wish you were able to erase your own memory. (Sorry, a cheap film tie-in metaphor already.)",2004
1,"Despite my desire to enjoy what I hoped would be a unique film, I found it dark and self indulgent.  The superb acting couldn't overcome a script that is centered on a failed relationship that never makes sense to the viewer or to the lovers.  In the end you feel like this is ""Adaptation II"" - yet another film about a brooding self-centered guy who can't really relate to anyone beyond his own fantasy life.  The dramatic device ultimately used in the film of having the main character fight to preserve his memory fails because it comes across as a clever but unsatisfying rendition of psychotherapy.  The subplot is banal and adolescent.  In many ways this entire film comes across as something that was done back in the 60's, but which now falls flat.",2004
1,POSSIBLE SPOILERS AHEAD,2004
10,"Now... those of you who haven't seen this, would probably go in to this movie with extremely high standards, and I don't blame you. This movie has seriously been recommended, and welcomed by critics. After seeing it for the first time, I understand why.",2004
1,"(Spoiled...) Like the rest of Kaufman's self-absorbed hallucinations, Eternal Sunshine fails to jump the ""who cares"" hurdle. What an overwrought mess of a movie. As far as that mind-surgery-memory-deleting helmet goes, why in tarnation was Jim Carrey's character--a self-described uninteresting bore--so very talented at resisting the program? No mental giant, he would have succumbed immediately. End of movie. But no! We replay this deja vu game of meeting forgotten lovers into infinity, while every character gets thrown into stylistic outer space: Comedy for some, tragedy for others, sex farce when Mr. Kaufman runs out of ideas. Actually, apart from Sunshine's tangled structure, there are no ideas. Not once are we given useful, relevant information about anyone who inhabits the film. Carrey and Winslet's megawatt dual-presence is wasted inside of a situation that resembles a hamster cage, not a story. Only Tom Wilkinson, as the memory-deleting helmet inventor, seems to grasp the danger of what's happening. Kaufman, however, surrounds him with a gang of assistants who are giggling morons. What a sad, confused, irrelevant film. I was reminded more than once of the forgotten French mind-game films of the sixties. Marienbad, anyone?",2004
8,"If there's anything this movie proves, it is the difficulty in separating the series from the demands of fans. This is clear just from hearing some of the comments. ""Why didn't they identify the names on the Marauder's Map?"" ""Why wasn't the second Quidditch game shown?"" ""Why wasn't there more of Crookshanks the Cat?"" By focusing on what the film didn't have, fans fail to look at the film on its own terms. I think this is by far the best Harry Potter movie yet.",2004
9,"(Credit IMDb) Harry Potter is having a tough time with his relatives (yet again). He runs away after using magic to inflate Uncle Vernon's sister Marge who was being offensive towards Harry's parents. Initially scared for using magic outside the school, he is pleasantly surprised that he won't be penalized after all. However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black has escaped from the Azkaban prison and wants to kill Harry to avenge the Dark Lord. To worsen the conditions for Harry, vile shape-shifters called Dementors are appointed to guard the school gates and inexplicably happen to have the most horrible effect on him. Little does Harry know that by the end of this year, many holes in his past (whatever he knows of it) will be filled up and he will have a clearer vision of what the future has in store?",2010
10,"Alfonso Cuarón's masterful adaptation does the source material immeasurable justice by exploring its underlying concepts in an intelligent manner. Of course, it certainly helps that the aesthetics of the film are incredible, the acting remains stellar (and the trio of young actors handle their roles admirably), and John Williams offers an amazing (and eclectic) score. Character development is superb - Steve Kloves penned a great script.",2011
8,"Harry Potter is growing up! The voice is deepening, the shoulders are broadening and...hurray! You no longer feel like a creep for having a little crush on Daniel Radcliffe...whoops, did I say that out loud? Say what you will, I see him making the jump from child star to adult actor in a way that Haley Joel Osment only dreams of.",2004
9,"I thought this was excellent....better than the first two Harry Potter movies combined and better than what has followed.. That's my feeling, and I'm still sticking to it.",2008
10,"I wish Alfonso Cuaron would come back to the franchise. I know that he probably won't, but I still hope. After all, as we float through this empty, depressing world, sometimes all we have is hope. He detached this film franchise from its safe-as-a-CIA-file roots and allowed it to grow wings and fly into a silver ether. To anyone who thinks franchise films cannot be art... check out LOTR. But once you are done, check out this film. It is both ironic and darkly appropriate that this is both the lowest grossing Harry Potter film and the one that many film critic types, such as myself, say is the greatest of the octology.",2015
9,"As with previous Potter films, this one is wonderful. The mischievous trio are back in their third year at Hogwarts.",2005
9,"If you're anti-Potter you owe it to yourself to see this film. Get past the issues you might have with the immense hype around the franchise and sit down for two hours to be captivated by this creepy, quirky and beautiful film. If you're a Potter-fan and you're unhappy with the film, the novel is probably on the table in front of you and you're better off reading it again. This is a wonderful film despite your expectations or opinions as to how it 'should have been done'.",2004
8,"This third Harry Potter film is the best one yet. Director Alphonso Cuaron (Y Tu Mama Tambien, A Little Princess) has taken over from Chris Columbus and has stuck less slavishly to the original JK Rowling Books.",2004
8,"Although this film isn't all that I'd hoped it would be, I believe that it was the best of the three 'Harry Potter' films so far, thanks largely due to director Alfonso Cuaron. In 'Harry Potter and The Prisoner of Azkaban', the trio are now thirteen and beginning their Third Year at Hogwarts, under the fear of an escaped criminal who played a part in the deaths of Harry's parents and seems to be stalking the school, preying on Harry.",2004
9,"Well, once more we have another journey into the struggle for the future of Hogwarts. This time, the quest involves the saga of Sirius Black. Who is he? Why is he on the prowl for young Harry? And what, ultimately, is the truth behind the murder of James and Lilly Potter, Harry's parents? The tale opens with yet another killer title sequence, this time bringing the familiar Warner Bros. shield to light in spurts before focusing on Harry's 'homework assignment,' if you will --- the Lumos Maxima spell. After this, we come to the first segment of the story proper. Now aged 13, Harry is angrier, and more unsure of his destiny than in his previous adventures at Hogwarts. His rage against one of the Dursleys' relatives intensifies when he finally decides it's not worth it to remain there (""Anywhere's better than here,"" he complains to Uncle Vernon).",2005
10,.. and near perfect film making.,2015
1,"(6/10, out of which 4.5 goes to Buckbeak) How I looked forward to this movie cannot be summarized in a paragraph.. and then when I saw it...hmmm...this looked like a regular movie that had some magic but was in ""No way Magical enough"" as I quite liked the Chris Columbus presentation and his attention to detail in the previous two.. Don't get me wrong, Cuaron does a pretty good job but his style is more 'Artsy'.",2004
10,"Prisoner of Azkaban is the only installment of the Harry Potter series to stray from the formula ""Voldemort is trying to kill Harry"". That's one of the reasons I liked this movie so much. It lacks the sense of impending peril present in ""Sorceror's Stone"" and ""Chamber of Secrets"" and the lack of oppressive atmosphere allows for the most complete (as of movie 4) character exploration of the entire series.",2005
2,"Meant to update this a long while back. But the movie itself got me so de-motivated, that I didn't even bother to rank it. Some moments in the movie were good - but only thanks to CGI wizardry - nothing original at all in the movie or even the story! Total crap. If I did not care to give regards to the millions of HP-fans, I'd even rank it the lowest 1. The original HP movie was the best in the series, but only because it was new (-sort of) in its genre. All sequels just lack the depth. They only rely on visual tricks to awe the audience. All shine, no ground. This is a plain kids movie - kids who need little to get awed at. I can get equals thrills and probably indulge in more intelligence more whilst watching even Thirteen Ghosts.",2005
2,"Give up! Are the only words of support I can lend to the cast and crew. Dreadful translation from book to script and even more so from script to screen. The films get marked down time after time because Daniel Radcliffe makes a meal of it! An absolute travesty. He cannot act, he loves himself and he is so evidentially unable to act. He pulls the film down. He improves with practise and with each film but his performances are always dire. 1- Dreadful 2- Poor and 3- Below Average. 4 was probably- Below Average. By the next film he should be Average. He is improving but the quality and lack of passion in his performance was a dread and a bore, quite frankly so get some acting tips and and use them.",2005
8,"This work is beautifully dark and lovingly done, but it does leave gaping holes in J. K. Rowling's magical world. The close relationship between Harry and Dumbledore is obliterated, as is Hermione's almost conspiratorial relationship with McGonagal. You are never told who Moony, Wormtail, Padfoot, and Prongs are (a necessary element). They completely avoid the fact that Snape has knowledge of Harry's Invisibility Cloak, and Harry received the Firebolt at the beginning of this work rather than the end. The whole incident at the Shrieking Shack was changed and lost too much in the translation. Crookshanks was calumniated from a beloved kneazle to a noisome feline who'd be more likely to pee in your shoes than help you, aside of course from his determination to eat Scabbers.",2005
10,"POA was by far the best of the three Harry Potter films. The actors (Daniel Radcliffe, Emma Watson, and Rupert Grint) have gained more confidence in their abilities. They have become more and more like the characters they play in their own life which has shown in the films.",2005
7,"Like most Harry Potter fans, I found this movie disappointing. I felt that Director Alfonso Cuaron choose style over substance, which is never a good thing in a movie.",2004
4,"Listen, I understand that to make a movie from a book you have to leave things out. However, I believe that if a movie is going to made from a book, it should stand on its own. Meaning that you should be able to follow the movie if you haven't read the book. I have read the book, but I saw the movie with people who had not. And we got out of the movie and they were thoroughly confused. And I don't blame them, because the movie failed to explain (1) how Sirius Black escaped from Azkaban, (2) how he knew that Pettigrew was Ron's pet and therefore at Hogwarts, and (3) who the 4 Marauders were so it was confusing that Lupin understood what the map was and how it worked. This is just sloppy film making. Add a few lines here and there and it's explained. I can live without the Quiddich and the subplots from the book, but when I have to spend 15 minutes explaining things to people after the movie, the movie is a failure.",2007
7,"Harry Potter and the Prisoner of Azkaban is a ""fan film"". By this I mean the makers have made the assumption the majority of viewers, the core audience - are fans of the Potter series. As a stand alone film would leave a viewer confused by a fast moving plot devoid of a lot of detail contained in the original book which the film quite closely follows. To fully appreciate the movie, prior knowledge through reading the book would be most beneficial, it would allow you to fill in the many blanks.",2004
10,"If there is a scene that sums up my feelings about this film, it would probably be where Harry is forced to ride Buckbeak the hippogriff (""Don't pull out his feathers,"" warns Hagrid, ""cause he won't thank yer for that!""). Initially, Harry hangs on for dear life, but as the flight progresses over Hogwarts and its nearby lake, Harry suddenly feels a sense of complete exhilaration.",2010
1,"My opinion of the recently released Harry Potter and The Prisoner of Azkaban is that the new director totally changed the mood and feeling of the Harry Potter series. Those of you who watched PoA and read the book saw many things cut out, I am aware that a lot had to be cut out for time reasons but in doing this many things were lost that were important in the storyline. An Example of this is how Heromine was able to attend all her classes this was shown briefly in two scene and could have easily been missed. Another thing that was troubling was why was the scenery of the movie changed. The grounds of Hogwarts were totally different than the first two movies.I believe that the change of director could have turned off many Harry Potter fans from the movies. As for myself I enjoyed the first two films and did not like the third. I do very much though enjoy the books and also I hope that the the next movie will be a little better put together.",2004
10,"One of the best new shows in the last few years. Entourage brings the lifestyle of the young and famous in a likable sharply written easy to take in way. The key to this show is the writing, always witty and hard hitting. The writer's don't tame it down, it makes it easy to believe these are real people and gets you connected to the cast quickly. The realism of the series and the great guest stars they get is also a wonderful treat (sara foster, Scarlett Johanson, Jaime Presley, Ali larter to name a few). Ari Gold the super-agent is rapidly becoming one the most recognizable characters on HBO series with his hilarious lines and over the top antics. WATCH THIS SHOW!",2005
10,"With a full season now out of the way, as a whole, I am definitely impressed with what I've seen over the last 8 weeks. I like all five of the main characters and believe all the actors to have done a good job at portraying these guys. A special nod, of course, goes out to Piven for what he's done with Ari and the same for Kevin Dillon as Drama. I realize a lot of people don't buy Grenier as 'Vinny' (to quote Ari), but I think he plays him well. Same with Ferrara as Turtle. This guy may act like a loud-mouth goof ball most of the time he's in front of the camera, but I definitely see Queens coming from him. And then there's Eric, the ""cynic"" of the group. He may be cynical, but he's also very practical and seems to be the sole reason that things haven't fallen apart up at the mansion. He keeps them all in line and makes the decisions for Vince. A very cool character indeed.",2004
10,this show is the real deal and i enjoy very much. so i don't know what all you other people are talking about. its not cliché.. its a straight up entertaining well written show! so enjoy. stop hating..everyone cast in the show are good actors and new yorkers!! so that counts for something too. everyone i knew liked that show and thought it was one of the funniest shows. Ari's character was hysterical and non stop humor. Vince chase was laid back and cool. turtle was a little fat pimp who was funnier than anybody. Matt Dillon's little brother is so funny. The whole story and concept of the show seems very realistic to me and very enjoyable.,2005
