Rank,Review,Year
9,"With a total duration of around 160 minutes, Season 1 is more like a movie rather than a TV series. An incredible movie, actually.
I didn't think I was going to like this so much, because I thought it would be an exaggerated outcasts plot. And it is, but it's so well-done that it turned into something truly beautiful and great.
The acting is excellent. I think the two main characters will stay with me for a long time. Most secondary characters are a bit polarized, and also exaggerated, but it works nevertheless with the tone of the whole thing.
The plot-line flows easily and at the perfect pace. It almost never gets boring, and once you're in the ride you just relax and follow it. The police angle was also very smart and well done, in my opinion.
Finally, the soundtrack is simply amazing. It got to me at a personal level. I'm so glad to see that there's still many people out there who kind of sees music in the same way I do.
The ending is very unconventional. I can't say I loved it, but it is really brave, and I admire that.
I highly recommend watching this. It's weird when it needs to be weird, smart when it needs to be smart, and emotional when it needs to be emotional. It all works perfectly.",2018
1,"I'm checking it out now. It seems to be carried by the music that they have chosen to play throughout the show. And the fact that it's really trying to be American. From the colour tone to the wardrobe, interior design and the locations and angles.",2018
10,"Don't know why this has so many negative reviews - it's a fantasy show on television, it isn't supposed to be a word for word history lesson.
Granted the first two episodes are a little slow and a little bit cheesy at first but once you get to know the characters and the story starts to blossom I was hooked.",2018
3,"There are some shows where you can see what they programme makers were trying to do, but you can also see that they failed. This is often a budget problem, a script that hasn't had enough work or poor quality costumes etc.",2018
2,This is one more program where current racial and sexual revisionism of the writers overwhelm storytelling and historical accuracy.,2018
10,"My goodness what a lot of negative reviews this show has generated though I can't understand why. Seldom have I seen such a fun programme. Yes, fun. This was funny, sexy, violent, bonkers and emotionally truthful in a way that other series fail to achieve.",2018
8,"There's plenty of people on here that are taking the series and its historical accuracy too seriously, even to the point that someone seems to figure themselves as more well informed than the Roman historian Mary beard (looking at you Allen). I'm currently undergoing my Masters in Roman History, and NEWSFLASH pal, ancient Britain was famous for its warrior queens (esp. Cartimandua and Boudicca) which are mentioned in Tacitus - do your homework and stop thinking you're an expert because you've read Herodotus lol. Also Rome pooled auxiliaries from all over the empire including its North African provinces, and due to the migratory nature of the peoples from Sub-Saharan Africa, and the plethora of reports about peoples below the desert its not unlikely that these people wanted to live in the prosperous North African provinces of the Roman Empire and took up military service with its lucrative benefits. Either way, its not the point; the show captures the perceived mysticism and magical Roman conceptions of Britain well. It was seen by Roman and Greek writers as the land at the end of the world where magic and human sacrifice among other abominations occured. Yes the show deviates away from certain historical events, but the invasion of Claudius was not all that well documented, and it still captures the internal strife and rivalry well, as well as the mysterious prominence of the druids in celtic culture. It's quite sad really how many people are trying to be historians while watching a sky drama: the cast is good, some of the characters are endearing, and for the shows early days, it looks promising. Stop trying to step into academic fields that you're clearly not all that well acquainted and just enjoy the drama. jheeeeezus.",2018
10,Wasn't sure quite what to make of this.,2018
2,"Since Rome (2005) was wrongly cancelled, i and i am sure many others have been looking forward for another great TV series based on ancient Rome. There have been so few great attempts one being Spartacus (2010-2013) Which although fictionalised to make it a better TV series was still a fantastic show with fantastic actors. As a lover of Greek/Roman history i always enjoy a good Roman movie or TV series to which again are so few.",2018
3,"I used to own a video store so I've seen as many TV series and movies as anyone but this series is over 6 hrs of nothingness.With all the hype it was one of my most anticipated binge watches for a while and because of all the hype i kept on watching expecting it to get better but it just doesn't. Everything is dragged out,dreary and quite frankly just silly.Anyone expecting high energy action based tension is going to be very disappointed in this snooze fest and if i hear 'Gods' one more time i'm going to bang my head against the wall.This could've easily been a 2 hr movie and even then wouldn't have been very good.I gave it a 3 rating then afterwards thought i was being generous,by the way i don't review this is my first ever, more as a warning as much as anything else.Happy viewing lol",2018
8,"If you want to see a documentary when you watch a television series, then by all means listen to the people who complain about the lack of historical accuracy.",2018
