Rank,Review,Year
1,I imagine the meeting between the creator and the studio going a little like this.,2016
1,"THEY have a plan that sounds more or less like this: let's take something with market value, buy the rights, send the whole package at our underground monkey writing lab, spin the story until devoid of any meaningful plot it becomes just another tasteless format. There you go! Now let's tease the fan base with some useless reference to what they love while carefully not scaring our formatted public with anything new or original. At this point the first obvious question would be: why bother? Production companies have hundreds of complete and developed stupid format ideas when it comes to cop shows or hospital shows, you want the single-mum detective? Got it! The drunken rough but wise cop on his road to salvation? Got it! You want the teenager cop who solves crimes in partnership with a ghost? Got it! So? Why ruin good source material to produce an awfully anonymous copy of the very same format? As it happens I have my very own conspiracy theory: they're out to buy and destroy any kind of original piece of writing which now or in the future might pose a threat to the ""same-s#itty-idea"" global domain, they have agents everywhere, they even start up innocent-looking production companies apparently untied to their secret organisation to acquire TV rights of everything and kill ideas in their cradle. Sounds good? I'm selling...",2015
9,"Another police procedural TV show you ask? Yes, but nothing like this out there. his should not work as well as it does. I want to hate it but I can't. You can't rate this on one episode... you have to watch at least 3 to see why it's so addictive and amazing. Well done!",2018
1,This show is so boring and cliché you can replace Lucifer with anything and the show would still work out.,2016
1,I'm so tired of LA taking a really good comic book and turning in to a lousy film or TV-series without even understanding the point and the depth of the original story.,2016
1,"Really awful. Yes it took me the entirety of the pilot to get past the point that the only thing this show shares with one of my favorite comic books was the name, but then I watched the next one with an open mind... ""Let's give it a chance,"" I thought,""Maybe it's good for it's own reasons. Maybe they've done something interesting by changing all the characters and the premise and the general tone and atmosphere""",2016
1,"How tragically sad it is that some TV viewers consider this to be in any way creative, artistic or inspiring. What low standards!!! After happening to some across this, and viewing 15 minutes of such typical Trash A Vision, I felt sick and changed the channel. This is boring, typical TV and vile. I am still recovering. Do producers actually think that shocking us with blow jobs and new ways of displaying violence against women is what viewers want? What a waste of time on the part of anybody involved with this. Don't waste your time or any bit of your good heart or valuable time with this low quality junk. 'So done with the overwhelming vast majority of TV folks.",2016
1,"What's the point of this show other than to fill a time-slot vacated by other failed shows? The devil, the potent symbol of temptation and evil, is rehabilitated into an avenging cop wanna-be. Really? He's depicted as a Hollywoodesque alluring male fantasy-figure: well-groomed, athletic, with an upper-class British accent and possessing cool cars, clothes, and big boy materialistic toys. He's anti-children (i.e., anti-responsibility). Hmmm, a page taken out of the old, tired Play Boy magazine formula. Yawn. It lacks wit. Los Angeles as a surrogate Paradise Lost? Would have been amusing to see how the Devil would respond to a LA rush hour traffic jam or proselytizing Christian street-missionaries instead of stereotypical 'beautiful people' in night club shticks. We can only hope that Lucifer gets sent back to hell where he belongs in short order.",2016
2,"I can not believe the premise of this show, who pitched this? have they completely ran out of ideas for cop shows, Police Officers have been teamed up with ghost, dogs, puppets, and even their mothers, now wait for it, now we have Lucifer the king of Hell. I have seen this done better in a movie called Horns, if this was a comedy I would completely understand but its not funny, its not fantasy, because who would fantasies about this lame pair up. Stop or the devil will shoot, the devil leaves hell because he no longer wants to play the part God has given him, OK, then he decides to play gum shoe to revenge the death of some random human that I guess we should just guest she means something to him, his partner even tells him stop caring your the Devil, AWWWWW! Terrible show.",2016
1,"I don't know why, but i REALLY hate this show. I just do. If you like it, good for you. It doesn't make you a bad person. But i really despise this show.",2016
1,"This pilot is not at all close to the comic character created by Neil Gaiman in Sandman and continued by Mike Carey in the Lucifer series. In Gaiman and Carey's works, Lucifer Morningstar is a scheming, apathetic creature, bent on defying God and escaping his creation. Here he is cheerful and playful, following the detective around on this case and humoring those around him.",2015
2,"For those who don't know, the premise for this show was taken from a graphic novel, which in itself was a spin off from The Sandman series by Neil Gaiman. ",2016
1,"Extremely disappointing, what a bad acting from all actors and actresses no exception. I was so thrilled at first but within 15 minutes of the pilot I realized how shallow and poorly written and performed it was, and it went on and on in the following episodes. Bring Back RUSH! Tom Ellis was much better in than this painful series of 30 minutes long episodes. It is a show with a great initial concept, but was very poorly executed, like what were they thinking, they just ruined what could have been a new thrilling and brilliant show. It surely does not deserve the rating other users are giving it, please let the production do something about it. Rush should have stayed on and Lucifer should get canceled.",2016
1,"This program is guaranteed to provoke a ""religious experience"" in any viewer. As you watch it, you will think to yourself ""oh GOD ....could it get any worse""? ",2016
8,"I thought the show was a hoot - Lucifer shows his imperfection even with his suave, sophisticated accent, he manages to mispronounce Mischievous as 'Mischievious'. It's funny how he actually calls himself Lucifer - I wonder if the name will catch on in the baby naming books - hopefully not. I must admit, when I first saw the title, I was not too sure I liked the idea but in reality - it's a bit of fun, not to be taken too seriously. There's a definite chemistry between Lucifer and his female cop associate but she knows how to handle him well. I think it's an OK show, so far. I guess the next episodes of the series will show if it's a keeper.",2015
10,"As a native Colombian, born and raised in Medellin (in 1975) and victim myself of the Pablo Escobar era, I must say that I am pleasantly surprised with the show!!! I thought it was going to be another bad gringo movie about Colombia with lots of mistakes and not even Colombian landscapes in the background but, I WAS WRONG!!!! Very good actors too, I didn't like Escobar accent since it's not real Paisa accent but it's OK; it will go unnoticed to non- native Colombians ;)",2015
10,"Incidentally, I saw an ad for Narco on YouTube, and instead of skipping the ads like I normally do, I played this one out because I was genuinely excited for what I was watching. Instantly I jumped onto Netflix and I was not disappointed. This is a truly gripping show, one of the best I've seen this year. The characters and acting are done well and the storyline moves at a fast enough pace to get your adrenalin pumping for the whole episode. My only fear was that it would be too generic of a Crime drama, but those feelings were quickly swept away. This is truly an original and thoroughly planned out TV show with a whole lot of heart. ",2015
8,This is such a quality production. Its cinema quality in every aspect. I've seen two episodes so far but if this show keep this up I give it an even higher grade. Netflix is now really starting to compete with HBO and this is much better than Netflix anchor House of Cards for example. ,2015
10,"It's beautiful , this's the way TV-series should be directed and produced, i loved the fast pace of the series from the first minute till now i haven't skipped anything or felt bored.",2015
9,Since movies have become nothing but shoot-em-ups and comic books television has emerged as the way to get great drama to adults.,2015
9,"Alright so, when it comes to drug related TV Shows which almost always include the DEA, the first thing that comes to mind is Breaking Bad and The Wire.",2015
10,"Having seen all Padilha movies, I was anxious to see this new Netflix series and had great expectations. He did it again. I cannot stop watching. One episode after another. OK if the cast is not Colombian. But they are all good actors and play the parts very well. I will try to finish this weekend all the episodes but i think there will be more seasons. Best series of the year so far. The action is great. The scenarios are perfect. The 1980's atmosphere is awesome. 10 out 0f 10. I hope they will make more series like that in the future. Good real stories and perfect action and direction. I could not expect less from Padilha.",2015
10,"Narcos is an American crime thriller television series. Narcos is an intriguing and entertaining series. Netflix again done a very good job. Season 1 tells the true story of notorious drug kingpin Pablo Escobar, who became a billionaire through the production and distribution of cocaine, while also focusing on Escobar's interactions with drug lords. This is a massive story. ",2016
10,"Many Colombians will object to this series, because it draws so much attention to an aspect of their culture of which most of them are not proud. The reality is, society-connected Colombians of a certain age all know someone personally that profited from the drug trade. Most folks I knew there brushed elbows with someone famous from Cali, at some point. It was a talking point back then, but maybe not now. ",2017
9,"TO all Colombians complaining of Moura's accent: get a life. Did you really expect all of the guys to be playing their characters with perfect accents? I'll give you a tip: this show wasn't made for Colombian audience, but for worldwide audience. And they sound great to me :-) The portrait of Medellin seems quite good, and the only reason I'm not giving 10 stars is Murphy's annoying voice narrating even the simplest events, like if we couldn't see it. Pascal, Padilha and Moura did a great job, but all the actors playing small characters were also good. If you like History, DOcumentaries, series and besides all, a little bit violence, then, you're gonna love Narcos.",2015
9,There are very few series that deserve to be considered great. This could well be up there.,2015
10,"At one point in Episode 7 the new president of Colombia says to a group of US officials trying to have him accept more aid to hunt Escobar, ""660 tons of cocaine were consumed in the United States last year. Perhaps if your resources were focused at home we'd all be better off.""",2015
10,I just watched the first three episodes of this new Netflix series and it is just awesome. The vintage 80's charm plus the good acting and the amazing story line will keep your attention like a fast paced action or thriller movie. ,2015
10,"After the charismatic performance by Wagner Moura as Pablo Escobar and the story of Pablo Escobar itself, we thought Narcos will find tough time finding the same quality of story. ",2017
10,"When Padilha bring to us Robocop reboot I was really sad to see one of the greatest mind in show business just vanish. I recently see a interview when he move out to Los Angeles, because Brazil become dangerous to he an his family, consequence of his movies about dirt Brazilian cops, and he have been attack on his studio back in Rio De Janeiro, and now I see he was right, he did again, the great Jose Padilhais back. I love Wagner Moura, and all the scenes of Pablo Escobar is just amazing. Resuming, this series is solid, just another Breaking Badlike, but with new stuff and Padilha's scenes, AMAZING! Jus watch this amazing show, too realistic and fun...",2015
9,"This series is captivating, dark, intense, addictive and I can't wait for season 4! Breaking Bad is the best series ever but Narcos is more real and almost as good. It's just getting better and better.",2017
10,"The first season and the second season have focused on the rise and fall of Pablo Escobar and Medillin Cartel. It was a bit difficult to get used to Narcos without Pablo Escobar, but especially after episode 5, the series went crazy. Apart from Escobar, Steve Murphy does not exist, I do not know why, but Javier Pena is closing this gap very well. The most hated character of season 3 was undoubtedly David Rodriguez. I can say it's hard for me to avoid head-on-the-scenes. My favorite characters are of course Javier Pena and Jorge Salcedo. Thanks to these two guys on season three, it's been so good. There was Chepe Santacruz who looks like Pablo. He is also one of my favorite characters. This season did not feature in detail the events and characters from other seasons. In the first two seasons, everything was processed to the finest detail and the details were given for a long time. But on the third season, the opposite is happening.They also finished the Cali cartel, which they said was great from Escobar. I guess we could say that's the only bad thing.",2017
2,"Before watching this TV show I had already watched the 113 episodes of the original series 'Pablo Escobar, El patron del mal' that was broadcasted on Colombian TV stations a few years ago. I loved the way they told the story and I was impressed by many of the the actors. Specially Andres Parra who plays Pablo. Luckily enough I speak Spanish fluently and had no need for subtitles. Having this to compare with I noticed that the US version of the story, 'Narcos', had changed a lot of important things, had crammed things together and also invented a few new things I had problems believing. For starters the focus of the 'Narcos' is to show how thanks to USA and the work of an American in Colombia they where able to catch Escobar. But they left out the story of people that where really affected by him and the people that really did all the hard work. The Colombian newspapers, journalists, politicians, police and military. Shameful and also boring! The camera-work and cutting etc, and a few of the actors where perfectly OK, just a shame the story is so... wrong!",2015
6,"awful manipulation of allegedly truthful events in order to make the American organizations, as usual, the heroes of the story.",2015
6,"In general, Narcos the series is an underachiever.",2015
10,"This is the only show I can truly enjoy while scoffing down an 8 pack of Monster Munch, the subtitles means no important plot lines are missed. Apparently 5 lines of text are needed so I thought I'd list some other foods you can eat.",2017
7,"Initially I thought it was very mediocre, although it did improve significantly as the story progressed. I have quite a lot of issues with it, however. The characterisation is limited, and to me that is a huge problem because I consider characterisation to be the key component of any story. Generally I prefer shows that are deeper, more engaging and with a heavier tone. That's not to say I automatically dislike the lighter approach in this genre – Justified did that and was one of my favourite shows. This though didn't have the charm, likability or witty dialogue that Justified had. Ultimately this show ended up feeling too superficial due to the lack of depth. I would also say it lags considerably behind some of the other top foreign language shows I have watched recently such as Romanzo Criminale, Gomorrah and Les Revenants. ",2016
6,"I've read a few books on Pablo Escobar, Columbian drug trafficker. Narco's is a US take on the Escobar drug empire, which falls short of the mark. ",2015
10,"Very Addicting show, Love the action and suspense I can look forward to when sitting back on Netflix and putting Narcos on. Just finished season 3 in a breeze and was kept very interested in the Cali Cartel and how they were taken down. Season 1 & 2 about Pablo definitely blew season 3 out of the water, but I'm crossing my fingers Narcos comes back for a season 4 in Mexico despite what happened with their casting director. One of my top 5 favorite shows in a list including Breaking Bad, Black Mirror, Weeds, and Entourage.",2017
6,"If you were expecting something as good as Daredevil, don't. Is it close? Maybe for some but my experience was rather disappointing given my high expectations based on the previous series that blew me away.",2015
10,"I am truly baffled by the negative reviews. This show is incredible. Every character is truly fascinating and we get glimpses of their back stories to supplement the story, but I guess people are disappointed that not everything was revealed immediately? I am almost positive that the mystery of Jessica Jones' background is intentional and they will reveal more as the show develops. As for people that complain that the show is boring....these must be the people keeping things like the Transformers series in business. If you're looking for constant explosions and action, you'll be disappointed. However, if you are looking for a show with well developed characters, a chilling villain, a compelling and relatable main character, an intriguing storyline, and just utterly spectacular acting, this is the show for you. No, it's not a typical superhero show. It goes above and beyond in so many aspects. This has raised the bar for superhero stories, in my opinion. Krysten Ritter is superb and very believable as Jessica Jones. I love love love this show! Give it a chance, you will not be sorry you did! I can't wait for Season 2.",2016
5,"Good not great. It's hard to measure up the ridiculously high bar set by Marvel's Daredevil and this show does bring something new and different to the table in the superhero genre. There were also strong performances from Krysten Ritter, Mike Colter, David Tennant, and Rachael Taylor.",2015
1,"I really wanted to give this show a shot, but the main character is just not very believable and I don't know who this show is supposed to appeal to. It's like they are trying to glorify dangerous sexual behavior and rape culture but brand it as feminism. She's supposed to be a detective, but you hardly see any impressive detective work, but rather, things just fall into her lap with little to no effort on her part. ",2015
3,"If you like slow, boring, averagely written wanna be super-hero shows you hit the jackpot with this one. Even the sex scenes are boring, which may seem hard to do, but this show found a way. The lead character gives you nothing to care about. When she hurts, so what, when she's sad, who cares, you get the idea. It's doubly sad because they have such great material to work with. Jessica's story is perfect for a Netflix show. It isn't too flushed out, so good writers can mold it any way they wish too, but these writers seem to be okay with sub-par plots and story lines. Her relationship with Luke Cage is a nice touch, but their chemistry is less plastic explosive and more baking soda volcano.",2015
5,"As I look at these reviews, I see a lot of people that have watched one or two episodes and anointed this show as innovative and the best of its kind. I was a HUGE fan of Daredevil and I could not wait for the other installments of the Defenders series. To this end, I watched every episode of this show before deciding to review it. I never review shows because I am not a fan boy nor am I self-important enough to think my opinion holds that much weight. I love Krysten Ritter from Don't Trust the B and I appreciate Carrie Anne-Moss's effort, the actor who played Luke Cage as well as David Tennant's work with what he was given. I will say however that this show was extremely disappointing and it does not deserve its initial praise. To praise it is to beg for more like it and I can do no such thing.",2015
9,"If you're considering watching this show, chances are you've already watched Marvel's Daredevil and know what to expect: a darker, grittier tone than the rest of the Marvel universe, great production values and strong characterization. It delivers all those things and more.",2015
10,"Much like Daredevil, the real saga of Jessica Jones is that of the Villain. David Tennant shines as a dark and broken sociopath. His performance is chilling and terrifying and asks dark questions about what we would do with ultimate power over those around us, and about what would become of us.",2015
10,"Jessica Jones is what happens when you strip off a superhero's spandex and explosions. Taking away the flash of Hollywood block-busters puts a great burden on both the plot and actors, and Jessica Jones excels in both.",2016
2,"I started watching Jessica Jones feeling hopeful. After all, I am a big fan of Netflix and their original series, I know they have great original content, so I was expecting Jessica Jones to be a hit too. But boy, was I wrong. I watched the 1st episode, then the second, third, fell asleep somewhere on the 4th, woke up and just skipped to the last one to see how this boring show will end. It was an uneventful and pretty lame ending too, in line with everything else.",2015
9,"If for nothing else, watch Jessica Jones for David Tennant's performance as Kilgrave. He is better than any other Marvel movie or TV villain ever seen before. He is truly terrifying but oddly hypnotizing. He can make you do whatever he tells you to. Not only does David Tennant's charisma make this believable, but the writers use it in a lot of cool ways. As a villain, he's right up there with Heath Ledger's Joker.",2015
10,"Until Daredevil came out, I thought I was done with superheroes. I couldn't stand those horribly mediocre Hollywood films, which nowadays are based only on visuals and 3D, so that the ""It's completely different, if you go to the cinema"" types of people would be happy. Not to mention Arrow and other similar series, where everyone sooner or later becomes some kind of a superhero and a completely stereotypical character. To me, Daredevil was the turning point. It all started this whole deviation from these typical patterns, according to which it seems like every superhero film/ TV show is being made of, and Jessica Jones just brought to whole new level what Daredevil started. There is a saying that everything has been done before, and if you are watching TV shows on daily basis, you will probably have a hard time not believing it. But Jessica Jones proved me wrong and I can easily say that this adult Marvel Universe is one of the best things that could happen not only to superhero genre, but to TV shows in general.",2015
1,Jessica Jones is a snarly bleak moody story primarily about drama. Disgusing itself as heroine chic but clogged by cliché.,2015
2,"...but I'll round up to 20, since IMDb doesn't allow for half points. I say 15% because that is roughly the amount of screen time allotted to Kilgrave in this first season, who turned out to be the only remotely interesting character on the show. (Needless to say, that means if he doesn't return in the second season, there will be no reason to watch at all.) Don't get me wrong: the scenes where Kilgrave did appear were great: 10/10, primarily due to David Tennant's performance (great to see him playing a real villain). But it only put the mediocrity of the other actors into sharp relief, making most of the show unbearable. By about episode 9, I just started fast-forwarding to get to the bits with him in it. I wanted to like this show - and it could have been really good - but unfortunately it was plagued by lazy, dumb writing, poor characterization, tedious subplots, and pointless, cheezy sex scenes. Especially the time spent on the Luke Cage subplot was ill spent - in part because the actor playing him was about as charismatic as a block of wood. But the screen time devoted to the relationships between Trish and Simpson, on the one hand, and Hogarth and her secretary, on the other, was equally mystifying. It was like they couldn't think of enough material to fill 13 episodes, so started cramming in random filler. The show would have been much stronger if they had infused just a little realism and maturity into the scripts, and kept the focus on the Jessica/Kilgrave relationship, which was compelling and (largely)well written.",2015
2,----------Contains spoilers-----------,2015
9,"Just like Jessica Jones' super-human strength, Netflix has proved its own strength in producing yet another high-quality TV series. (Ughh, am I really going to include this sentence) Jessica Jones is the story about a private investigator, Jessica Jones, an alcoholic retired superhero, who battles with the devil of her past, a mind controller known as Kilgrave. Learning about her rough past and her current problems, we learn that Jessica Jones is a very broken character that proves to be a compelling protagonist. ",2015
7,"I watched the show due to David Tennant playing a leading role and was very happy with what I found. Good casting, interesting plot, good soundtrack and all round good entertainment. It did take a while for all the characters to come into play but by the time I reached the later episodes and an umpteenth escape for the villain I began to tire. This is not necessarily the fault of the creators but 13 episodes was too much time to fill and left the show to wonder a bit as it tried to fill time. A shorter 8 episode run would have made the story telling a whole lot tighter, eliminated the need for filler characters that did not make sense and provided the viewers with a much more fulfilling experience. It gets a 7 thanks to David Tennant and a great performance from him, without him I doubt I would have finished watching to the end.",2015
1,"i am a real hardcore marvel fan myself but even i couldn't bear my self to torture for non stop overrated piece of sh*t.this show had extreme potential but it just fell flat from the beginning. the pilot is where this show failed to attract my attention and from then on i understood that this is no daredevil. daredevil had everything in balance it showed Matt's past in detail which this show merely shows for a couple of times and that also not in good quantity only mentioned .i mean have the show creator even read the comics?. Jessica is a very troubled person which this show gets right but only superficially. i think they chose the wrong hero to be picked up for the show instead they should have gone for moon knight. the show has literally no action at all the finale is very bland . no appearance of daredevil even if he had helped her in the comics as a lawyer . only thing good about this show is the performance Mike Colter, Kristen Ritter, David Tennant just nailed their performance . also what was the point of all those exaggerated intimate scenes? between Luke and Jessica it is watchable and tolerable but what of Trish and the cop?, Hogarth and her wife and her p.a. Pam.Eka Darville was also fantastic as Malcolm .They couldn't even get purple man right as a menacing and dangerous villain where as kingpin was a beast as compared to purple man. Tennant had very little screen time and he tries to justify the character as good as possible. the show had no script at all. useless boring plot dragged on for over and over until it had reached for the finale. the plot for each episode is very thin and stretches out for the whole season but ultimately serves no purpose of the show .The show doesn't even show Jessica's past clearly and effectively as to why she hates purple man.The supporting cast is useless and serve no purpose to the show except for cage and probably Malcolm as Jessica's support in the later episodes. Carrie Ann moss was god awful beyond reason and her character was completely misused.I mean why change her gender from the comics at all and make her gay where as they could have set up close ties to iron fist as he is getting his own show? Not even a single mention has been made that her character has close ties to Danny's father or his lawyer.The redundant subplot of the cop (or nuke as from comics)going AWOL all of a sudden in the middle is very pathetic. if they do get a second season get a new show creator or else don't make one. i had really high hopes for this one after daredevil but this is just beyond redemption. get your head straight ""marvel"" i mean it. also to mention how did she develop a immunity to purple man's power all of a sudden.In the comics it was jean Grey who helped her to put up a psychic wall in her mind to stop purple man to control her ..... OK i get it marvel doesn't have the right but at least they could have come up with something else other than just random immunity to his powers.Also no mention OR even a nod of Peter Parker(now that Spiderman's rights have reverted back to marvel)being her first crush or they shared the same college.absolutely no tie ins (very small and forgettable) with the rest of the m.c.u. felt like an very isolated show.",2015
1,"Disappointed, to say the least. After Daredevil, which was terrific, comes this trash from the mind of... you guessed it Brian Michael Bendis, one of the worst Marvel Comics writers ever! I hope with the disappointment that this so obviously is, Bendis will not be let near anymore live action Marvel material. Just plain terrible!, Netflix, you were doing so well! If you like or love the Marvel Universe, do your best to AVOID this junk! The actors are all decent performers but the plot, dialogue, characters, scenes, all of it, couldn't hold my interest. Seems like every relationship was written in to get a useless, gratuitous scene.",2015
2,"The pilot started out pretty good, but it's just the same thing, over and",2015
1,"Am I watching the same show as so many who post here? There are reviews of Jessica Jones with 9 and 10 stars with statements like, ""Incredible, Marvelous, Brilliant, and (my favorite) Arguably the best Superhero Show to date."" What in the ""blankety-blank"" are you watching?! Don't do drugs, and don't review shows after watching them while on drugs!! If you give this show 3 stars or more and gave Guardians of the Galaxy a 6 or more, you should be kicked off IMDb! Don't get me wrong, Guardians was entertaining, but it was the highest rated movie on IMDb history before people with some sense started reviewing it. I cannot, for any reason, understand how anyone can rate this show average, much less good. It's terrible! Now for the non-drug users: stop reviewing a show after 1 episode. Truth be told, the first episode was bad enough, but they progressively got worse. And stop giving a show high marks based solely on how bangable the actors are. Get a life! This show almost drove me to drug addiction... caffeine to be exact, as I needed plenty of it to stay awake for the 8 episodes I tortured myself through. I've watched turtle races that were more entertaining than this! Oh, it's dark, and even darker now that I've turned the TV off. Just because something is dark does not make it good. You actually have to act, have good writing, make characters interesting, and (if your a so-called superhero) do some superhero stuff. Punching a guys wife in the chest and killing her with one punch is not enough to convince me, as that's probably happened in real life! Oh wait, she can jump 8 feet in the air and break some handcuffs.... Wow, not interesting! David Tennant is the only positive of this show, as he did quite well with what he had to work with, even though his character kind of comes off as a spoiled little boy that won't share his toy. You know, he's done voice-overs and narrations before. I think they could have shown a claymation figure of him as Kilgrave and he still would have given the best performance on the show.",2016
3,"Jessica Jones was never a big player in the Marvel universe. I have no idea what they brought her character into a series, but it is poorly written and very poorly acted. The actress, playing Jones, is one of the worse actresses that I have ever seen on screen. The characters are all unlikeable, the script is boring and ridiculous. For those thinking that this is going to be something good to add to the Marvel universe - add it to the Fantastic Four, Electra, Ant-Man and Daredevil (the movie).",2015
4,"What I really like about this show, is the dark atmosphere and the cinematography. Krysten Ritter is a good fit for the role of Jessica Jones. However, the show is nowhere near as good as Daredevil. Daredevil is addictive, Jessica Jones is more like something you keep watching because you have watched the good stuff already. The cinematography, the acting and directing is not the problem, what is bugging me are some really important and annoying flaws in the script. According to the story the antagonist's weapon, his voice, which he uses to command people as he pleases, works only when his victims are able to hear him. What would be easier than wearing ear-buds listening to loud music, thus being unable to hear the magic spells? Also, when Jessica is at arms length with Kilgrave and she could render him unconscious by punching him, she doesn't. Since the whole story about Kilgraves invincibility is based on the premise that you have to be able to hear his voice in order to be influenced, the whole logic-defying story collapses like a house of cards. Jessica Jones will never be as exiting and suspenseful as series like Daredevil or Gotham, unless they find a script writer who can produce plots that are based on logic rather than erratic ideas. Last but not least, there are a lot of annoying sex scenes for no reason.",2015
1,Here are two quotes from Jessica Jones to set the tone for this review:,2016
9,"I will just start by saying that this is nothing like the book (which I like) and it is done in an excellent way. They basically just took the names and two or three basic ideas, but that's it. Even the Main Character has a different background and skills. ",2016
4,"The beginning handful of episodes showed promise, but the writing has galloped downhill into a swamp of snark and sarcasm and cliché.",2017
8,"I immensely enjoyed the beginning. It was also a nice idea on Syfy's part to make the first episode available on Youtube before the actual series premiere, as it was what got me to take an interest in it in the first place.",2016
2,"*I haven't read any of the books, this review is based solely on the presentation of the TV series*",2016
